Filename,Width,Height,DPI Information
D:/Thesis/realism_data/Academicism\heracles bringing cerberos from the gates of hell.jpg,396,507,"(96, 96)"
D:/Thesis/realism_data/Academicism\hercules and omphale.jpg,700,929,
D:/Thesis/realism_data/Academicism\hercules wrestling with death for the body of alcestis.jpg,3792,1866,"(300, 300)"
D:/Thesis/realism_data/Academicism\herodias.jpg,400,531,"(300, 300)"
D:/Thesis/realism_data/Academicism\his highness on a journey spreading peace otto von bismarck and his prussian officers touring a village after the austro-prussian war of 1866.jpg,2000,1387,"(180, 180)"
D:/Thesis/realism_data/Academicism\hms 'enchantress' in the river dart.jpg,944,490,"(72, 72)"
D:/Thesis/realism_data/Academicism\holy family.jpg,1646,2056,"(500, 500)"
D:/Thesis/realism_data/Academicism\homère mendiant.jpg,2854,1678,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\horace and lydia.jpg,624,511,"(72, 72)"
D:/Thesis/realism_data/Academicism\horatius reads before maecenas.jpg,1000,569,"(0, 0)"
D:/Thesis/realism_data/Academicism\horse merchant in cairo.jpg,976,1278,"(140, 140)"
D:/Thesis/realism_data/Academicism\hémicycle central section.jpg,800,545,"(300, 300)"
D:/Thesis/realism_data/Academicism\hémicycle section 2.jpg,728,479,"(0, 0)"
D:/Thesis/realism_data/Academicism\hémicycle section 3.jpg,800,511,"(300, 300)"
D:/Thesis/realism_data/Academicism\icarus and daedalus.jpg,1127,1534,"(300, 300)"
D:/Thesis/realism_data/Academicism\idyll the rose seller.jpg,467,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\idyll.jpg,3510,1853,"(300, 300)"
D:/Thesis/realism_data/Academicism\ilona tündér and prince árgyélus.jpg,4086,2085,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\in a roman osteria.jpg,1273,1024,"(300, 300)"
D:/Thesis/realism_data/Academicism\in the chapel.jpg,757,1000,"(0, 0)"
D:/Thesis/realism_data/Academicism\in the library.jpg,457,800,
D:/Thesis/realism_data/Academicism\in the roman baths.jpg,1000,600,"(0, 0)"
D:/Thesis/realism_data/Academicism\innocence.jpg,450,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\insult to prisoners episode of the crusade against the albigenses in 1211.jpg,3098,2062,"(72, 72)"
D:/Thesis/realism_data/Academicism\integrity.jpg,369,897,
"D:/Thesis/realism_data/Academicism\interior of the temple of amun, karnak.jpg",1884,2666,"(300, 300)"
D:/Thesis/realism_data/Academicism\invocation à neptune.jpg,993,1249,"(350, 350)"
D:/Thesis/realism_data/Academicism\ion eliade radulescu.jpg,441,600,"(180, 180)"
D:/Thesis/realism_data/Academicism\israel in egypt.jpg,2767,1160,"(300, 300)"
D:/Thesis/realism_data/Academicism\italian boy with mandolin.jpg,623,768,"(96, 96)"
D:/Thesis/realism_data/Academicism\italian girl at the fountain.jpg,938,1200,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\italian girl drawing water.jpg,1373,2092,"(500, 500)"
D:/Thesis/realism_data/Academicism\italian mother.jpg,588,680,"(72, 72)"
D:/Thesis/realism_data/Academicism\italian woman with tambourine.jpg,922,1100,"(350, 350)"
D:/Thesis/realism_data/Academicism\italian woman.jpg,789,1000,"(0, 0)"
D:/Thesis/realism_data/Academicism\jacob not let to go an angel struggling with him.jpg,1024,617,"(0, 0)"
D:/Thesis/realism_data/Academicism\jacob receiving joseph's bloody coat.jpg,567,423,
D:/Thesis/realism_data/Academicism\jean baptiste drouet d'erlon.jpg,746,1149,"(96.0, 96.0)"
D:/Thesis/realism_data/Academicism\jean-martial bineau.jpg,318,446,"(72, 72)"
D:/Thesis/realism_data/Academicism\jeannie.jpg,350,495,"(96, 96)"
D:/Thesis/realism_data/Academicism\jesus and nicodemus.jpg,1024,695,"(0, 0)"
D:/Thesis/realism_data/Academicism\jesus in the pretorium.jpg,599,774,"(300, 300)"
D:/Thesis/realism_data/Academicism\jeu d'echecs indien.jpg,1000,656,"(600, 600)"
D:/Thesis/realism_data/Academicism\jezebel and ahab met by elijah.jpg,1117,1229,"(300, 300)"
D:/Thesis/realism_data/Academicism\johann sebastian bach im kreise seiner familie.jpg,400,300,
"D:/Thesis/realism_data/Academicism\joseph interpreting dreams to butler and baker, concluded with him in prison.jpg",1741,1463,"(72, 72)"
D:/Thesis/realism_data/Academicism\joseph's brothers find the silver goblet in benjamin's pack.jpg,500,412,"(96, 96)"
D:/Thesis/realism_data/Academicism\joseph's dream.jpg,812,539,"(300, 300)"
D:/Thesis/realism_data/Academicism\julia margaret cameron.jpg,2400,2894,"(72, 72)"
D:/Thesis/realism_data/Academicism\karneval.jpg,439,570,
D:/Thesis/realism_data/Academicism\kate field.jpg,477,640,"(300, 300)"
D:/Thesis/realism_data/Academicism\king candaules of lydia.jpg,1134,800,"(96, 96)"
D:/Thesis/realism_data/Academicism\kneeling gladiator.jpg,2124,1686,"(72, 72)"
D:/Thesis/realism_data/Academicism\knucklebones.jpg,502,871,"(72, 72)"
D:/Thesis/realism_data/Academicism\küste mit segelbooten im licht eines leuchtturms und des vollmonds.jpg,564,469,"(72, 72)"
D:/Thesis/realism_data/Academicism\l'aiuto del pastorello.jpg,456,570,
D:/Thesis/realism_data/Academicism\l'avènement de louis-philippe.jpg,1400,1138,"(72, 72)"
D:/Thesis/realism_data/Academicism\l'odalisca.jpg,3030,2062,"(72, 72)"
"D:/Thesis/realism_data/Academicism\la bataille de 1870 conte la prusse, champ de bataille d'auvours, à quelques kilomètres du mans.jpg",1036,545,"(96, 96)"
D:/Thesis/realism_data/Academicism\la france pour toujours!.jpg,1572,2644,"(180, 180)"
D:/Thesis/realism_data/Academicism\la fugitive.jpg,3299,4105,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\la muse s'amuse.jpg,512,636,"(72, 72)"
D:/Thesis/realism_data/Academicism\la toilette de la favorite.jpg,800,1204,"(72, 72)"
D:/Thesis/realism_data/Academicism\lady looking in a hand mirror.jpg,495,600,"(300, 300)"
D:/Thesis/realism_data/Academicism\lady with glove.jpg,386,480,"(72, 72)"
D:/Thesis/realism_data/Academicism\lady with parrots.jpg,1024,755,"(300, 300)"
D:/Thesis/realism_data/Academicism\lamentation over the corpse of socrates.jpg,600,393,"(75, 75)"
D:/Thesis/realism_data/Academicism\lamentations over the death of the first-born of egypt.jpg,3305,2459,"(350.0, 350.0)"
D:/Thesis/realism_data/Academicism\lantenac.jpg,385,500,"(96, 96)"
D:/Thesis/realism_data/Academicism\le bouquet de violettes.jpg,350,409,"(96, 96)"
D:/Thesis/realism_data/Academicism\le jeune joueur de cornemuse.jpg,564,763,"(72, 72)"
D:/Thesis/realism_data/Academicism\le livre d'heures.jpg,350,422,"(96, 96)"
D:/Thesis/realism_data/Academicism\le pape et l'inquisiteur.jpg,546,446,"(96, 96)"
D:/Thesis/realism_data/Academicism\le retour de l'enfant prodigue.jpg,413,550,
D:/Thesis/realism_data/Academicism\le voeu.jpg,564,781,"(72, 72)"
D:/Thesis/realism_data/Academicism\leapfrog.jpg,1280,977,"(72, 72)"
D:/Thesis/realism_data/Academicism\lektüre im kerzenlicht.jpg,552,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\leland stanford.jpg,836,1023,"(72, 72)"
"D:/Thesis/realism_data/Academicism\leonidas ii, king in sparta, rushes towards the failed cleombrotos, who fled to the temple of neptune with his wife chilonis, daughter of leonidas, an.jpg",1200,861,"(300, 300)"
D:/Thesis/realism_data/Academicism\life's illusions.jpg,475,650,"(72, 72)"
D:/Thesis/realism_data/Academicism\little bather.jpg,907,1200,"(96, 96)"
D:/Thesis/realism_data/Academicism\little girl with cat.jpg,931,1300,
D:/Thesis/realism_data/Academicism\little girl with dachshund puppy.jpg,534,700,"(72, 72)"
D:/Thesis/realism_data/Academicism\little marauders.jpg,350,665,"(96, 96)"
D:/Thesis/realism_data/Academicism\little sulky.jpg,1000,1525,"(600, 600)"
D:/Thesis/realism_data/Academicism\longing.jpg,350,526,"(96, 96)"
D:/Thesis/realism_data/Academicism\lost illusions.jpg,1341,768,"(300, 300)"
D:/Thesis/realism_data/Academicism\louis philippe d'orléans.jpg,400,747,
D:/Thesis/realism_data/Academicism\louis xiv and molière.jpg,750,417,"(96, 96)"
D:/Thesis/realism_data/Academicism\love messenger.jpg,1158,2000,"(0, 0)"
"D:/Thesis/realism_data/Academicism\lucia migliaccio, duchess of floridia and morganatic wife of king ferdinand i of the two sicilies.jpg",280,378,"(96, 96)"
"D:/Thesis/realism_data/Academicism\luisa, rosa and raimundo, children of the painter.jpg",1400,1759,"(600.0, 600.0)"
D:/Thesis/realism_data/Academicism\lullaby bedtime.jpg,350,460,"(96, 96)"
D:/Thesis/realism_data/Academicism\madame louise mares.jpg,600,699,"(300, 300)"
D:/Thesis/realism_data/Academicism\maiden of the harvest.jpg,1000,1211,"(300, 300)"
D:/Thesis/realism_data/Academicism\male nude back with the arm extended.jpg,1033,1467,"(300, 300)"
D:/Thesis/realism_data/Academicism\male nude back.jpg,858,1322,"(300, 300)"
D:/Thesis/realism_data/Academicism\male nude.jpg,280,500,
D:/Thesis/realism_data/Academicism\marechal mortier.jpg,386,505,"(96, 96)"
D:/Thesis/realism_data/Academicism\marguerite in church listening to the dies irae.jpg,736,982,"(300, 300)"
D:/Thesis/realism_data/Academicism\marguerite.jpg,504,603,"(72, 72)"
"D:/Thesis/realism_data/Academicism\maria brignole-sale, duchess of galliera, with her son filippo.jpg",3127,4580,
"D:/Thesis/realism_data/Academicism\maria luisa of spain, duchess of lucca.jpg",310,401,"(96, 96)"
"D:/Thesis/realism_data/Academicism\maria nicolaevna, duchess of leuchtenberg.jpg",450,650,"(72, 72)"
D:/Thesis/realism_data/Academicism\market in amsterdam by moonlight.jpg,564,398,"(72, 72)"
D:/Thesis/realism_data/Academicism\marquis de pastoret.jpg,536,700,"(300, 300)"
D:/Thesis/realism_data/Academicism\marshal exelmans.jpg,338,512,
D:/Thesis/realism_data/Academicism\mary magdalene in the cave.jpg,950,619,"(300, 300)"
D:/Thesis/realism_data/Academicism\maréchal leroy de saint arnaud.jpg,1247,1923,"(300, 300)"
D:/Thesis/realism_data/Academicism\maternal admiration - the bath.jpg,350,464,"(96, 96)"
D:/Thesis/realism_data/Academicism\maternity.jpg,768,1142,"(720, 720)"
"D:/Thesis/realism_data/Academicism\matilde malenchini, italian artist.jpg",1816,2304,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\meeting of isaac and eleazar.jpg,1000,841,
D:/Thesis/realism_data/Academicism\memories.jpg,2550,3107,"(300, 300)"
D:/Thesis/realism_data/Academicism\micul gavroche.jpg,577,1000,"(0, 0)"
D:/Thesis/realism_data/Academicism\mignon.jpg,2602,3237,"(400, 400)"
D:/Thesis/realism_data/Academicism\milanese lady with a fan.jpg,1917,2500,"(96, 96)"
D:/Thesis/realism_data/Academicism\minerva and the graces.jpg,485,799,"(72, 72)"
D:/Thesis/realism_data/Academicism\model.jpg,792,1000,
"D:/Thesis/realism_data/Academicism\mohamed saïd pasha, viceroy of egypt and ethiopia.jpg",4394,5661,"(800, 800)"
D:/Thesis/realism_data/Academicism\moissoneuse.jpg,1497,1931,"(500, 500)"
D:/Thesis/realism_data/Academicism\molière at versailles.jpg,1536,1536,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\moments of thoughtfulness.jpg,800,586,
D:/Thesis/realism_data/Academicism\mort d'alcibiade.jpg,493,385,"(300, 300)"
D:/Thesis/realism_data/Academicism\moses before the god.jpg,1024,707,"(0, 0)"
D:/Thesis/realism_data/Academicism\moses doubted god's promise to satisfy people with meat.jpg,773,465,"(300, 300)"
D:/Thesis/realism_data/Academicism\mother and child at a window.jpg,1000,1252,
D:/Thesis/realism_data/Academicism\mother and child.jpg,653,650,"(300, 300)"
D:/Thesis/realism_data/Academicism\mother hubbard.jpg,591,800,"(72, 72)"
D:/Thesis/realism_data/Academicism\mother with child inside the basilica of santa maria del popolo in rome.jpg,480,579,"(96, 96)"
D:/Thesis/realism_data/Academicism\mrs arthur sassoon.jpg,411,512,"(72, 72)"
D:/Thesis/realism_data/Academicism\mrs george augustus frederick cavendish bentinck and her children.jpg,400,512,"(72, 72)"
"D:/Thesis/realism_data/Academicism\mrs. rosario falco, countess of siruela.jpg",709,1286,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\mud pies.jpg,1798,1050,"(300, 300)"
D:/Thesis/realism_data/Academicism\murder scene.jpg,1000,680,"(0, 0)"
D:/Thesis/realism_data/Academicism\mustapha khaznadar.jpg,800,1276,"(96, 96)"
D:/Thesis/realism_data/Academicism\mythological scene.jpg,2064,1644,"(72, 72)"
D:/Thesis/realism_data/Academicism\n. v. gogol.jpg,358,516,"(400, 400)"
D:/Thesis/realism_data/Academicism\nachtmarkt in antwerpen.jpg,480,420,"(96, 96)"
D:/Thesis/realism_data/Academicism\naked boy.jpg,500,362,"(0, 0)"
D:/Thesis/realism_data/Academicism\naked male. study for a crucifixion.jpg,989,1244,"(300, 300)"
D:/Thesis/realism_data/Academicism\napoleon and his staff.jpg,786,650,"(0, 0)"
D:/Thesis/realism_data/Academicism\napoleon crossing the alps.jpg,1977,2545,"(96.0, 96.0)"
D:/Thesis/realism_data/Academicism\napoleon i in 1814.jpg,1245,1800,"(72, 72)"
D:/Thesis/realism_data/Academicism\napoleon iii at the battle of solferino.jpg,1359,795,"(96, 96)"
"D:/Thesis/realism_data/Academicism\napoleon iii, eugenie and their son for adoption siamese ambassadors detail.jpg",1049,1072,"(144, 144)"
D:/Thesis/realism_data/Academicism\napoleon iii.jpg,518,720,"(72, 72)"
D:/Thesis/realism_data/Academicism\napoleon in egypt.jpg,835,1319,"(145, 145)"
D:/Thesis/realism_data/Academicism\napoléon bonaparte abdicated in fontainebleau.jpg,500,672,"(200, 200)"
D:/Thesis/realism_data/Academicism\nero's torches leading light of christianity.jpg,2018,1100,"(72, 72)"
D:/Thesis/realism_data/Academicism\night market in the hague.jpg,480,412,"(72, 72)"
"D:/Thesis/realism_data/Academicism\night market in the kaasmarkt, rotterdam.jpg",364,470,
D:/Thesis/realism_data/Academicism\night.jpg,300,520,"(72, 72)"
D:/Thesis/realism_data/Academicism\nikolai gogol.jpg,500,569,"(72, 72)"
D:/Thesis/realism_data/Academicism\nubian woman.jpg,350,720,"(96, 96)"
D:/Thesis/realism_data/Academicism\nude boy with flute on his hands.jpg,1018,1311,"(300, 300)"
D:/Thesis/realism_data/Academicism\nude from behind study for king candaule.jpg,1498,2280,"(72, 72)"
D:/Thesis/realism_data/Academicism\nude front male with disc.jpg,850,1370,"(300, 300)"
D:/Thesis/realism_data/Academicism\nude male profile.jpg,986,1420,"(300, 300)"
"D:/Thesis/realism_data/Academicism\nude male, archer.jpg",1076,1353,"(300, 300)"
D:/Thesis/realism_data/Academicism\nude sitting man.jpg,1026,1492,"(300, 300)"
D:/Thesis/realism_data/Academicism\nude young man with spear.jpg,944,1405,"(300, 300)"
D:/Thesis/realism_data/Academicism\nudo virile.jpg,2500,3886,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\nudo.jpg,454,342,"(72, 72)"
D:/Thesis/realism_data/Academicism\nymph abducted by a satyr.jpg,650,1086,"(0, 0)"
D:/Thesis/realism_data/Academicism\nymph and cupids.jpg,960,1379,"(0, 0)"
D:/Thesis/realism_data/Academicism\nymphs and satyr.jpg,1602,2320,"(300, 300)"
D:/Thesis/realism_data/Academicism\nymphs.jpg,675,509,
D:/Thesis/realism_data/Academicism\nächtlicher markt in einer stadt.jpg,563,423,"(72, 72)"
D:/Thesis/realism_data/Academicism\odalisque au collier de perles.jpg,512,649,"(300, 300)"
D:/Thesis/realism_data/Academicism\odalisque.jpg,600,425,"(72, 72)"
D:/Thesis/realism_data/Academicism\oedipus bids farewell to jocasta study.jpg,1280,1019,"(300, 300)"
D:/Thesis/realism_data/Academicism\old woman with a pipe sketch.jpg,1513,2184,"(72, 72)"
D:/Thesis/realism_data/Academicism\olga ivanovna orlova-davydova baryatinsky.jpg,821,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\on a terrace.jpg,1560,2415,"(72, 72)"
D:/Thesis/realism_data/Academicism\on the balcony.jpg,1182,768,"(72, 72)"
D:/Thesis/realism_data/Academicism\on the riva dei schiavoni a procession in venice.jpg,2000,1062,
D:/Thesis/realism_data/Academicism\ophelia.jpg,1195,771,"(96, 96)"
D:/Thesis/realism_data/Academicism\orestes.jpg,1500,1398,
D:/Thesis/realism_data/Academicism\orgy of the times of tiberius on capri.jpg,3524,1684,"(180, 180)"
D:/Thesis/realism_data/Academicism\oriental beauty.jpg,508,610,
D:/Thesis/realism_data/Academicism\orlando pursuing the fata morgana.jpg,1132,1559,"(300, 300)"
D:/Thesis/realism_data/Academicism\orpheus and eurydice.jpg,473,510,"(72, 72)"
D:/Thesis/realism_data/Academicism\othello relating his battles.jpg,600,513,"(72, 72)"
D:/Thesis/realism_data/Academicism\pandora.jpg,593,1000,"(200, 200)"
D:/Thesis/realism_data/Academicism\paris with the shepherds paris saved by agelaus.jpg,1200,803,
D:/Thesis/realism_data/Academicism\patio. at the alhambra.jpg,716,1000,"(240.0, 240.0)"
D:/Thesis/realism_data/Academicism\patricipance of venice.jpg,604,1000,"(72, 72)"
D:/Thesis/realism_data/Academicism\pavonia.jpg,2040,2749,"(240, 240)"
D:/Thesis/realism_data/Academicism\peaceful slumber.jpg,755,1024,"(96, 96)"
D:/Thesis/realism_data/Academicism\peasants dancing harvest celebration.jpg,500,376,"(72, 72)"
D:/Thesis/realism_data/Academicism\penitent magdalene.jpg,280,506,"(96, 96)"
D:/Thesis/realism_data/Academicism\penitent mary magdalene.jpg,599,488,
D:/Thesis/realism_data/Academicism\pentheus pursued by the maenads.jpg,563,336,"(72, 72)"
D:/Thesis/realism_data/Academicism\people gather manna.jpg,818,1024,"(0, 0)"
D:/Thesis/realism_data/Academicism\peter the great.jpg,400,523,"(0, 0)"
D:/Thesis/realism_data/Academicism\pharaoh asked moses to bring jewish people out of egypt.jpg,350,267,"(96, 96)"
D:/Thesis/realism_data/Academicism\philip richard morris.jpg,2400,2928,"(72, 72)"
D:/Thesis/realism_data/Academicism\phryne before the areopagus.jpg,1600,979,"(0, 0)"
D:/Thesis/realism_data/Academicism\pieta.jpg,1948,3059,"(700, 700)"
D:/Thesis/realism_data/Academicism\pifferaro.jpg,350,429,"(96, 96)"
D:/Thesis/realism_data/Academicism\pollice verso.jpg,1446,962,"(360, 360)"
D:/Thesis/realism_data/Academicism\pomegranates.jpg,800,554,"(200, 200)"
D:/Thesis/realism_data/Academicism\pool in a harem.jpg,754,900,"(300, 300)"
D:/Thesis/realism_data/Academicism\pope formosus and stephen vi - the cadaver synod.jpg,1000,664,"(72, 72)"
D:/Thesis/realism_data/Academicism\portait of two sisters.jpg,1581,2000,"(300, 300)"
"D:/Thesis/realism_data/Academicism\portia, from 'the merchant of venice'.jpg",599,430,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait d'ibrahim pacha.jpg,530,788,"(96, 96)"
D:/Thesis/realism_data/Academicism\portrait du comte james-alexandre de pourtalès-gorgier.jpg,450,700,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of a boy with dog in a forest.jpg,2767,4380,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of a gentleman.jpg,600,652,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of a girl.jpg,721,1000,"(0, 0)"
D:/Thesis/realism_data/Academicism\portrait of a lady.jpg,401,568,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of a man self-portrait.jpg,300,379,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of a man.jpg,350,433,"(96, 96)"
D:/Thesis/realism_data/Academicism\portrait of a young artist.jpg,1400,1800,"(300, 300)"
"D:/Thesis/realism_data/Academicism\portrait of a young italian woman, also said of a bohemian.jpg",599,763,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of a young roman woman june 1858.jpg,2160,3000,
D:/Thesis/realism_data/Academicism\portrait of a young woman.jpg,1005,1199,
D:/Thesis/realism_data/Academicism\portrait of an aristocrat in uniform.jpg,2210,2620,"(1.0, 1.0)"
D:/Thesis/realism_data/Academicism\portrait of arabella worsham later arabella huntington.jpg,476,799,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of archduchess carlotta in brianza costume.jpg,752,1024,"(96, 96)"
"D:/Thesis/realism_data/Academicism\portrait of august grahl, german portrait painter and miniaturist.jpg",563,724,"(150, 150)"
D:/Thesis/realism_data/Academicism\portrait of author samuel l. clemens mark twain.jpg,300,365,"(72, 72)"
"D:/Thesis/realism_data/Academicism\portrait of charles francis adams, jr..jpg",2215,2548,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of countess e.a. vorontova-dashkova.jpg,713,1000,"(72, 72)"
"D:/Thesis/realism_data/Academicism\portrait of céphise picou, sister of the artist.jpg",409,512,
D:/Thesis/realism_data/Academicism\portrait of duke manolo nunez falco.jpg,600,795,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of ekaterina petrovna shuvalova.jpg,854,1200,"(96, 96)"
D:/Thesis/realism_data/Academicism\portrait of empress alexandra fedorovna.jpg,940,1480,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of empress alexandra fyodorovna charlotte of prussia.jpg,1000,1361,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of genevieve celine.jpg,2170,2960,"(400, 400)"
D:/Thesis/realism_data/Academicism\portrait of georgiana burne-jones.jpg,720,1024,
"D:/Thesis/realism_data/Academicism\portrait of gioachino rossini, italian composer of various operas.jpg",386,520,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of grand duchess maria alexandrovna.jpg,456,750,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of grand duchess maria nikolaevna.jpg,571,750,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of grand duchess olga nikolaevna.jpg,876,1478,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of grand duchess zinaida yusupova.jpg,516,676,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of grand duchesses olga nikolaevna and alexandra nikolaevna.jpg,584,750,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of gustav friedrich waagen.jpg,2858,4000,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of henrietta sontag.jpg,465,572,"(1, 1)"
D:/Thesis/realism_data/Academicism\portrait of julia feodorovna kurakina.jpg,1527,1896,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of klementyna ostrowska née sanguszko.jpg,2896,4229,"(349, 349)"
D:/Thesis/realism_data/Academicism\portrait of lillie langtry.jpg,418,500,
"D:/Thesis/realism_data/Academicism\portrait of louise d'orléans, queen of belgium.jpg",3641,4616,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of luigi majoli.jpg,1859,2256,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of léonie bouguereau.jpg,2028,2649,"(400, 400)"
D:/Thesis/realism_data/Academicism\portrait of mademoiselle louise mares.jpg,599,724,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of marianne elisa birch.jpg,865,1160,"(0, 0)"
D:/Thesis/realism_data/Academicism\portrait of marie-célina brieu.jpg,496,500,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\portrait of marquesa de manzanedo.jpg,944,1300,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of may sartoris.jpg,2185,3510,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of mille durand.jpg,412,640,
D:/Thesis/realism_data/Academicism\portrait of miss cornelia lyman warren trustee of wellesley.jpg,386,799,"(96, 96)"
D:/Thesis/realism_data/Academicism\portrait of miss fanny clapp.jpg,599,798,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of misses sophie and berthe cabanel.jpg,2300,1968,"(300, 300)"
D:/Thesis/realism_data/Academicism\portrait of mlle brissac.jpg,1787,2131,"(500, 500)"
D:/Thesis/realism_data/Academicism\portrait of monsieur m..jpg,990,1218,"(72.009, 72.009)"
"D:/Thesis/realism_data/Academicism\portrait of mrs. henri-jean-pierre picou, mother of the artist.jpg",377,512,
D:/Thesis/realism_data/Academicism\portrait of mrs. sihleanu.jpg,500,793,"(180, 180)"
D:/Thesis/realism_data/Academicism\portrait of pope pius vii barnaba chiaramonti.jpg,1108,1337,"(71.12, 71.12)"
D:/Thesis/realism_data/Academicism\portrait of prince k.a. gorchakov.jpg,760,1000,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of prince nikolai borisovich yusupov.jpg,558,750,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of princess maria ivanovna kochubey.jpg,458,600,"(0, 0)"
D:/Thesis/realism_data/Academicism\portrait of princess zinaida yusupova.jpg,499,764,"(72, 72)"
D:/Thesis/realism_data/Academicism\portrait of the artist k.d. flavitsky.jpg,830,1000,"(0, 0)"
D:/Thesis/realism_data/Academicism\portrait of the historian theodor mommsen.jpg,1630,2371,"(72.0, 72.0)"
"D:/Thesis/realism_data/Academicism\portrait of the painter's wife. henriette knaus, née hoffmann.jpg",2198,3000,
D:/Thesis/realism_data/Academicism\portrait of william moore.jpg,573,800,"(200, 200)"
D:/Thesis/realism_data/Academicism\portrait study.jpg,564,649,
D:/Thesis/realism_data/Academicism\posada san rafael in cordoba.jpg,540,435,
D:/Thesis/realism_data/Academicism\posing.jpg,2412,1467,"(72, 72)"
D:/Thesis/realism_data/Academicism\prayer at sainte anne d'auray.jpg,581,956,"(350, 350)"
D:/Thesis/realism_data/Academicism\prayer to the virgin.jpg,566,800,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\preaching of christ on the mount of olives about the second coming.jpg,508,367,"(96, 96)"
D:/Thesis/realism_data/Academicism\preaching of of the apostle paul in the roman prison.jpg,350,247,"(96, 96)"
D:/Thesis/realism_data/Academicism\preparatory study for the painting minerva and the three graces.jpg,410,439,"(72, 72)"
D:/Thesis/realism_data/Academicism\preparing for the ball.jpg,361,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\pretended rain of blood in 1608.jpg,1120,742,"(72, 72)"
D:/Thesis/realism_data/Academicism\priam at achilles feet.jpg,756,1000,"(200, 200)"
D:/Thesis/realism_data/Academicism\priam begging achilles for hector's body.jpg,1795,1500,"(72, 72)"
"D:/Thesis/realism_data/Academicism\princess alexandra a. dietrichstein, nee shuvalova.jpg",733,1014,"(72, 72)"
D:/Thesis/realism_data/Academicism\princess rospigliosi and baroness baude.jpg,1599,2083,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\princess tatiana vasilievna yusupova.jpg,503,750,"(0, 0)"
D:/Thesis/realism_data/Academicism\private baths in pompeii.jpg,1000,778,"(0, 0)"
D:/Thesis/realism_data/Academicism\prometheus or tityus.jpg,2224,1772,"(72, 72)"
D:/Thesis/realism_data/Academicism\prophet elijah in the desert.jpg,777,1024,"(0, 0)"
D:/Thesis/realism_data/Academicism\prunkstilleben.jpg,841,1010,"(72, 72)"
D:/Thesis/realism_data/Academicism\psyche in the temple of love.jpg,2274,2984,
D:/Thesis/realism_data/Academicism\psyche.jpg,576,799,
D:/Thesis/realism_data/Academicism\ptolemy philadelphus in the library of alexandria.jpg,4010,5638,"(600, 600)"
D:/Thesis/realism_data/Academicism\putti.jpg,356,470,
D:/Thesis/realism_data/Academicism\pythagoreans celebrate sunrise.jpg,2112,1300,"(72, 72)"
"D:/Thesis/realism_data/Academicism\quentino sella, italian scientist and politician.jpg",591,599,"(1200, 1200)"
"D:/Thesis/realism_data/Academicism\raffaele conforti, italian politician.jpg",3127,3456,"(1200, 1200)"
D:/Thesis/realism_data/Academicism\raising her up.jpg,350,458,"(96, 96)"
