Filename,Width,Height,DPI Information
"D:/Thesis/realism_data/baroque\maria mit dem kind, johannesknaben und einem engel.jpg",1110,1408,"(72, 72)"
D:/Thesis/realism_data/baroque\mars and venus.jpg,650,867,"(600, 600)"
D:/Thesis/realism_data/baroque\martha and mary magdalene.jpg,800,582,"(300, 300)"
"D:/Thesis/realism_data/baroque\martha reproaching mary for her vanity, also known as the conversion of mary magdalene.jpg",480,351,"(72, 72)"
D:/Thesis/realism_data/baroque\martyrdom of saint catherine of alexandria.jpg,1704,2444,"(72, 72)"
D:/Thesis/realism_data/baroque\martyrdom of saint sebastian.jpg,537,796,"(72, 72)"
D:/Thesis/realism_data/baroque\martyrdom of saint ursula.jpg,10419,9094,
D:/Thesis/realism_data/baroque\martyrdom of st catherine.jpg,1049,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\martyrdom of st. andrew introduction to the crucifixion.jpg,3200,2025,"(96, 96)"
D:/Thesis/realism_data/baroque\martyrdom of st. catherine.jpg,520,806,"(100, 100)"
D:/Thesis/realism_data/baroque\mary and angels.jpg,2024,2086,"(96, 96)"
D:/Thesis/realism_data/baroque\mary magdalen in ecstasy.jpg,366,468,
D:/Thesis/realism_data/baroque\mary magdalen with saint john the baptist and an angel.jpg,905,1200,"(72, 72)"
D:/Thesis/realism_data/baroque\mary magdalene in the desert.jpg,474,366,"(144, 144)"
D:/Thesis/realism_data/baroque\mary magdalene.jpg,1743,2452,"(72, 72)"
D:/Thesis/realism_data/baroque\mary's birth.jpg,2024,2204,"(96, 96)"
D:/Thesis/realism_data/baroque\massacre of the innocents.jpg,1024,1600,"(72, 72)"
D:/Thesis/realism_data/baroque\medusa.jpg,633,650,"(300, 300)"
D:/Thesis/realism_data/baroque\meeting of moses and jethro.jpg,2100,1596,"(300, 300)"
"D:/Thesis/realism_data/baroque\melchior, the assyrian king.jpg",596,780,"(96, 96)"
D:/Thesis/realism_data/baroque\meleager and atalanta.jpg,2204,2896,"(72, 72)"
D:/Thesis/realism_data/baroque\mercury  and  herse.jpg,2000,1350,"(72, 72)"
D:/Thesis/realism_data/baroque\mercury and battus.jpg,4972,3818,"(96, 96)"
D:/Thesis/realism_data/baroque\mercury protecting ulysses from the charms of circe.jpg,2752,1344,"(72.0, 72.0)"
D:/Thesis/realism_data/baroque\merry company banqueting on a terrace.jpg,1500,849,"(300, 300)"
D:/Thesis/realism_data/baroque\merry company in the park.jpg,1068,750,"(300, 300)"
D:/Thesis/realism_data/baroque\messalina in lisisica's booth.jpg,650,867,"(600, 600)"
D:/Thesis/realism_data/baroque\minerva as patroness of arts and sciences.jpg,2000,1241,"(200, 200)"
D:/Thesis/realism_data/baroque\miracle of st. francis.jpg,536,773,"(100, 100)"
D:/Thesis/realism_data/baroque\miracle of st. ignatius of loyola.jpg,535,775,"(100, 100)"
D:/Thesis/realism_data/baroque\miracle of the child giovanni tirone.jpg,1350,836,"(72, 72)"
D:/Thesis/realism_data/baroque\miraculous fishing.jpg,1024,670,"(100, 100)"
D:/Thesis/realism_data/baroque\mocking of ceres.jpg,841,1293,"(300, 300)"
D:/Thesis/realism_data/baroque\mocking of christ.jpg,844,662,"(300, 300)"
D:/Thesis/realism_data/baroque\morgenlandschaft aurora.jpg,2979,2256,"(300.0, 300.0)"
D:/Thesis/realism_data/baroque\morning toilet of venus.jpg,639,800,
D:/Thesis/realism_data/baroque\mountain scene.jpg,1052,704,"(300, 300)"
D:/Thesis/realism_data/baroque\mozes and the brass snake.jpg,1137,984,"(150, 150)"
D:/Thesis/realism_data/baroque\mulay ahmad.jpg,569,800,
D:/Thesis/realism_data/baroque\musicians.jpg,1188,912,"(300, 300)"
D:/Thesis/realism_data/baroque\naked young man.jpg,419,600,
D:/Thesis/realism_data/baroque\nativity with st. francis and st. lawrence.jpg,1466,2000,"(300, 300)"
D:/Thesis/realism_data/baroque\nature adorning the three graces.jpg,954,1400,"(300, 300)"
D:/Thesis/realism_data/baroque\neptune dispersing the clouds and calming the tides.jpg,2006,2557,"(72, 72)"
D:/Thesis/realism_data/baroque\nicolas rubens.jpg,623,781,"(100, 100)"
D:/Thesis/realism_data/baroque\nicolas trigault.jpg,520,899,"(100, 100)"
D:/Thesis/realism_data/baroque\night scene showing ceres drinking from a flask of an old woman.jpg,2298,3045,"(300, 300)"
D:/Thesis/realism_data/baroque\night scene.jpg,885,1097,"(300, 300)"
D:/Thesis/realism_data/baroque\nude study.jpg,491,467,"(72, 72)"
D:/Thesis/realism_data/baroque\old woman.jpg,543,779,"(300, 300)"
D:/Thesis/realism_data/baroque\ovid and corine.jpg,650,867,"(600, 600)"
D:/Thesis/realism_data/baroque\pan and syrinx.jpg,1158,750,"(300, 300)"
D:/Thesis/realism_data/baroque\pan et syrinx.jpg,4979,3772,"(96, 96)"
D:/Thesis/realism_data/baroque\pan reclining.jpg,1028,644,"(100, 100)"
D:/Thesis/realism_data/baroque\pandora.jpg,650,867,"(600, 600)"
D:/Thesis/realism_data/baroque\paradise landscape with the animals entering noah's ark.jpg,900,594,"(300, 300)"
D:/Thesis/realism_data/baroque\paris and oenone.jpg,650,867,"(600, 600)"
D:/Thesis/realism_data/baroque\party in the garden.jpg,1186,802,"(71, 71)"
D:/Thesis/realism_data/baroque\path along a lighthouse on the beach.jpg,889,500,"(350, 350)"
D:/Thesis/realism_data/baroque\path along a river with building on stilts.jpg,887,515,"(350, 350)"
D:/Thesis/realism_data/baroque\peace negotiations between claudius civilis and roman captain cerealis.jpg,1280,951,"(300, 300)"
D:/Thesis/realism_data/baroque\penitent magdalene.jpg,2747,1663,"(72, 72)"
D:/Thesis/realism_data/baroque\pentecostes.jpg,1800,3071,"(300, 300)"
D:/Thesis/realism_data/baroque\perseus and phineas.jpg,2668,1252,"(300, 300)"
D:/Thesis/realism_data/baroque\philomenes recognized by the old woman.jpg,500,321,"(96, 96)"
D:/Thesis/realism_data/baroque\pieta.jpg,1003,1040,"(300, 300)"
D:/Thesis/realism_data/baroque\pieter cornelisz. van der morsch.jpg,845,1070,"(300, 300)"
D:/Thesis/realism_data/baroque\pietà with st francis and mary magdalene.jpg,1000,1453,"(300, 300)"
D:/Thesis/realism_data/baroque\pietà.jpg,600,389,"(72, 72)"
D:/Thesis/realism_data/baroque\pluto.jpg,485,422,"(96, 96)"
D:/Thesis/realism_data/baroque\polyenos and chrisis.jpg,650,867,"(600, 600)"
D:/Thesis/realism_data/baroque\polyphemus attacking acis and galatea.jpg,700,867,"(700, 700)"
"D:/Thesis/realism_data/baroque\portrait of a bearded man, at age 32.jpg",484,650,"(72, 72)"
D:/Thesis/realism_data/baroque\portrait of a courtesan.jpg,446,567,"(96, 96)"
D:/Thesis/realism_data/baroque\portrait of a gentleman.jpg,400,470,"(72, 72)"
D:/Thesis/realism_data/baroque\portrait of a lutenist portrait of the musician orazio bassani.jpg,335,480,"(0, 0)"
D:/Thesis/realism_data/baroque\portrait of a man holding a skull.jpg,2024,2672,"(96, 96)"
D:/Thesis/realism_data/baroque\portrait of a man.jpg,589,768,"(0, 0)"
D:/Thesis/realism_data/baroque\portrait of a woman.jpg,821,1070,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of a young woman with a rosary.jpg,1965,2750,"(300.0, 300.0)"
D:/Thesis/realism_data/baroque\portrait of alof de wignacourt and his page.jpg,691,1000,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of an unknown man.jpg,2024,2676,"(96, 96)"
D:/Thesis/realism_data/baroque\portrait of annibale carracci.jpg,669,950,"(300, 300)"
"D:/Thesis/realism_data/baroque\portrait of annibale, ludovico and agostino carracci.jpg",1996,1603,"(163, 163)"
"D:/Thesis/realism_data/baroque\portrait of christine of lorraine, grand duchess of tuscany.jpg",1051,1332,"(0, 0)"
D:/Thesis/realism_data/baroque\portrait of clara serena rubens.jpg,950,1177,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of cornelis van der geest.jpg,1120,1336,"(150, 150)"
D:/Thesis/realism_data/baroque\portrait of federico borromeo.jpg,557,732,"(600, 600)"
D:/Thesis/realism_data/baroque\portrait of fra antionio martelli.jpg,490,608,"(240.0, 240.0)"
"D:/Thesis/realism_data/baroque\portrait of frederick hendrick, prince of orange nassau.jpg",800,1131,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of gaspard schoppins.jpg,2151,3114,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of giovanni gabrieli with the lute.jpg,1256,1532,"(72, 72)"
D:/Thesis/realism_data/baroque\portrait of jan govertsen van der aer.jpg,4336,5591,
D:/Thesis/realism_data/baroque\portrait of maffeo barberini.jpg,667,902,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of marchesa brigida spinola doria.jpg,526,840,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of marchesa maria serra pallavicino.jpg,800,1237,"(300, 300)"
"D:/Thesis/realism_data/baroque\portrait of maurice, prince of orange.jpg",839,1129,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of nicolaas rockox.jpg,752,1023,"(72, 72)"
D:/Thesis/realism_data/baroque\portrait of nicolaes van der borght.jpg,800,1162,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of nicolas de respaigne.jpg,682,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\portrait of philip rubens.jpg,769,1000,"(72, 72)"
D:/Thesis/realism_data/baroque\portrait of sir thomas chaloner.jpg,746,1000,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of susanna fourment and her daughter.jpg,592,900,"(300, 300)"
D:/Thesis/realism_data/baroque\portrait of theodorus schrevelius.jpg,720,985,"(71, 71)"
D:/Thesis/realism_data/baroque\preparativos para la crucifixión.jpg,529,745,"(72, 72)"
D:/Thesis/realism_data/baroque\preparatory drawing for self-portrait on an easel in a workshop.jpg,1536,2101,"(600.0, 600.0)"
D:/Thesis/realism_data/baroque\princes maurits and frederik hendrik of orange at the valkenburg horse fair.jpg,1600,644,"(72, 72)"
D:/Thesis/realism_data/baroque\prometheus bound.jpg,1030,1159,"(300, 300)"
"D:/Thesis/realism_data/baroque\ragguagli di parnaso, di traiano boccalini.jpg",766,896,"(400, 400)"
D:/Thesis/realism_data/baroque\raising of lazarus.jpg,600,517,"(300, 300)"
D:/Thesis/realism_data/baroque\raising of the cross - sts amand and walpurgis.jpg,600,1571,"(300, 300)"
D:/Thesis/realism_data/baroque\raising of the cross - sts eligius and catherine.jpg,605,1576,"(300, 300)"
D:/Thesis/realism_data/baroque\religion of priapus.jpg,650,867,"(600, 600)"
D:/Thesis/realism_data/baroque\rest on flight into egypt.jpg,1199,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\rest on the flight into egypt.jpg,5000,4034,
D:/Thesis/realism_data/baroque\resurrection of lazarus.jpg,2024,2781,"(96, 96)"
D:/Thesis/realism_data/baroque\return from the hunt.jpg,800,1000,"(150, 150)"
D:/Thesis/realism_data/baroque\return of the holy family from egypt.jpg,1100,1409,"(300, 300)"
D:/Thesis/realism_data/baroque\return of the prodigal son.jpg,1102,798,"(300, 300)"
D:/Thesis/realism_data/baroque\riding on the road next to a farm.jpg,888,505,"(350, 350)"
D:/Thesis/realism_data/baroque\river landscape.jpg,1366,798,"(96, 96)"
D:/Thesis/realism_data/baroque\road next to a waterfall.jpg,886,508,"(350, 350)"
D:/Thesis/realism_data/baroque\rocky landscape with road along river.jpg,897,497,"(350, 350)"
D:/Thesis/realism_data/baroque\roman charity.jpg,3302,2564,
D:/Thesis/realism_data/baroque\romulus and remus.jpg,499,495,"(72, 72)"
D:/Thesis/realism_data/baroque\rosary madonna.jpg,1628,2880,"(72, 72)"
D:/Thesis/realism_data/baroque\ruins and figures.jpg,973,700,"(300, 300)"
D:/Thesis/realism_data/baroque\römische landschaft.jpg,1600,891,"(72, 72)"
D:/Thesis/realism_data/baroque\römische ruinenlandschaft.jpg,1280,994,"(300, 300)"
D:/Thesis/realism_data/baroque\sacra famiglia gesù dormiente.jpg,2072,2664,"(72, 72)"
D:/Thesis/realism_data/baroque\sacrifice of abraham.jpg,593,800,"(96, 96)"
D:/Thesis/realism_data/baroque\sacrifice of isaac.jpg,788,600,"(300, 300)"
D:/Thesis/realism_data/baroque\saint agnes.jpg,3239,4311,"(800, 800)"
D:/Thesis/realism_data/baroque\saint ana.jpg,563,423,"(72, 72)"
D:/Thesis/realism_data/baroque\saint bartholomew.jpg,1453,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\saint catherine of alexandria.jpg,2000,2613,"(72, 72)"
D:/Thesis/realism_data/baroque\saint christopher.jpg,1364,1920,
D:/Thesis/realism_data/baroque\saint elizabeth of hungary bringing food for the inmates of a hospital.jpg,3643,4992,"(300, 300)"
D:/Thesis/realism_data/baroque\saint francis deadened with an angel musician.jpg,1856,2456,"(72, 72)"
D:/Thesis/realism_data/baroque\saint francis in meditation.jpg,678,944,"(350, 350)"
D:/Thesis/realism_data/baroque\saint francis in prayer.jpg,5787,7736,
D:/Thesis/realism_data/baroque\saint francis of assisi in ecstasy.jpg,1089,776,"(300, 300)"
"D:/Thesis/realism_data/baroque\saint gregory with saints domitilla, maurus, and papianus.jpg",589,1000,"(72, 72)"
D:/Thesis/realism_data/baroque\saint helen.jpg,543,686,"(72, 72)"
D:/Thesis/realism_data/baroque\saint james the less.jpg,1454,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\saint jerome in meditation.jpg,716,996,"(350, 350)"
D:/Thesis/realism_data/baroque\saint jerome reading.jpg,338,470,"(72, 72)"
D:/Thesis/realism_data/baroque\saint jerome writing.jpg,2362,1629,"(300, 300)"
D:/Thesis/realism_data/baroque\saint jerome.jpg,712,512,"(72, 72)"
D:/Thesis/realism_data/baroque\saint john at patmos.jpg,847,1113,
D:/Thesis/realism_data/baroque\saint john the evangelist.jpg,1586,2488,"(96, 96)"
D:/Thesis/realism_data/baroque\saint laurent.jpg,835,1105,"(300, 300)"
D:/Thesis/realism_data/baroque\saint lawrence prepared for martyrdom.jpg,4685,6000,"(72, 72)"
D:/Thesis/realism_data/baroque\saint matthew and the angel.jpg,634,800,"(96, 96)"
D:/Thesis/realism_data/baroque\saint paul.jpg,1456,2000,"(72, 72)"
D:/Thesis/realism_data/baroque\saint peter.jpg,1491,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\saint philip.jpg,1472,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\saint sebastian.jpg,320,470,"(72, 72)"
D:/Thesis/realism_data/baroque\saint simon.jpg,1445,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\saint thomas aquinas.jpg,587,800,"(1016, 1016)"
D:/Thesis/realism_data/baroque\salome with the head of john the baptist.jpg,6237,5304,
D:/Thesis/realism_data/baroque\samson and delilah.jpg,1120,736,"(150, 150)"
D:/Thesis/realism_data/baroque\samson captured by the philistines.jpg,1025,781,"(300, 300)"
D:/Thesis/realism_data/baroque\samson imprisoned.jpg,919,1313,"(300, 300)"
D:/Thesis/realism_data/baroque\san barnaba.jpg,1404,3176,"(72, 72)"
D:/Thesis/realism_data/baroque\san joaquín y santa ana.jpg,571,1023,"(97, 97)"
D:/Thesis/realism_data/baroque\san juan bautista en un paisaje.jpg,1920,870,"(96, 96)"
D:/Thesis/realism_data/baroque\san roque.jpg,558,1165,"(300, 300)"
D:/Thesis/realism_data/baroque\san sebastián.jpg,558,1174,"(300, 300)"
D:/Thesis/realism_data/baroque\santa catalina de siena.jpg,1541,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\santo domingo de guzmán.jpg,1532,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\satyr and girl.jpg,1000,1579,"(300, 300)"
D:/Thesis/realism_data/baroque\satyr mason.jpg,400,519,"(0, 0)"
D:/Thesis/realism_data/baroque\schlittschuhlaufen.jpg,3200,2062,"(72, 72)"
D:/Thesis/realism_data/baroque\seated female figure.jpg,1317,1556,"(96, 96)"
D:/Thesis/realism_data/baroque\seated young woman.jpg,3319,3690,"(150, 150)"
D:/Thesis/realism_data/baroque\self portrait in armor.jpg,1921,2371,
D:/Thesis/realism_data/baroque\self portrait.jpg,1535,2420,"(300, 300)"
D:/Thesis/realism_data/baroque\self-portrait as a female martyr.jpg,800,1073,
D:/Thesis/realism_data/baroque\self-portrait in a circle of friends from mantua.jpg,1124,850,"(300, 300)"
D:/Thesis/realism_data/baroque\self-portrait in profile.jpg,633,800,"(72, 72)"
D:/Thesis/realism_data/baroque\self-portrait of agostino carracci.jpg,327,431,"(72, 72)"
D:/Thesis/realism_data/baroque\self-portrait on an easel in a workshop.jpg,842,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\self-portrait.jpg,1396,1951,"(96, 96)"
"D:/Thesis/realism_data/baroque\selfportrait with brother philipp, justus lipsius and another scholar.jpg",1034,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\sheet of caricatures.jpg,560,800,"(96, 96)"
D:/Thesis/realism_data/baroque\ships trading in the east.jpg,944,623,"(72, 72)"
D:/Thesis/realism_data/baroque\shrovetide revellers the merry company.jpg,882,1150,"(300, 300)"
D:/Thesis/realism_data/baroque\sight - the five senses series.jpg,1920,1098,"(300, 300)"
D:/Thesis/realism_data/baroque\silenus or bacchus and satyrs.jpg,682,800,"(72, 72)"
D:/Thesis/realism_data/baroque\sine cerere et baccho friget venus.jpg,1024,660,"(100, 100)"
D:/Thesis/realism_data/baroque\skaters on the ice at a farm.jpg,889,521,"(350, 350)"
D:/Thesis/realism_data/baroque\sleeping cupid.jpg,1096,783,"(350, 350)"
D:/Thesis/realism_data/baroque\sleeping venus.jpg,1320,750,"(300, 300)"
D:/Thesis/realism_data/baroque\small last judgement.jpg,892,1350,"(300, 300)"
D:/Thesis/realism_data/baroque\smell.jpg,1920,1148,"(96, 96)"
D:/Thesis/realism_data/baroque\snyders.jpg,624,859,
D:/Thesis/realism_data/baroque\spaarnwoude.jpg,1542,731,"(72, 72)"
D:/Thesis/realism_data/baroque\sperm whale on the beach of noordwijk.jpg,1178,659,"(72, 72)"
D:/Thesis/realism_data/baroque\st cecilia.jpg,1892,2373,"(72, 72)"
D:/Thesis/realism_data/baroque\st filippo neri in ecstasy.jpg,800,1320,"(300, 300)"
D:/Thesis/realism_data/baroque\st francis consoled by angelic music.jpg,800,1039,"(300, 300)"
D:/Thesis/realism_data/baroque\st john the baptist.jpg,1456,2000,"(72, 72)"
D:/Thesis/realism_data/baroque\st joseph and the christ child.jpg,715,1000,"(96, 96)"
D:/Thesis/realism_data/baroque\st margaret.jpg,600,1078,"(300, 300)"
D:/Thesis/realism_data/baroque\st martin dividing his cloak.jpg,765,820,"(300, 300)"
D:/Thesis/realism_data/baroque\st sebastian attended by st irene and her maid.jpg,750,1004,"(300, 300)"
D:/Thesis/realism_data/baroque\st sebastian tended by angels.jpg,2405,4450,"(72, 72)"
"D:/Thesis/realism_data/baroque\st. agatha, from the episode holy women.jpg",1252,1821,"(0, 0)"
D:/Thesis/realism_data/baroque\st. anthony abad at a landscape.jpg,3071,1197,"(300, 300)"
"D:/Thesis/realism_data/baroque\st. catherine, from the episode holy women.jpg",1221,1791,"(0, 0)"
D:/Thesis/realism_data/baroque\st. catherine.jpg,358,500,
D:/Thesis/realism_data/baroque\st. domitilla with st. nereus and st. achilleus.jpg,468,800,
D:/Thesis/realism_data/baroque\st. francis in meditation.jpg,1130,1548,"(72.00010999999999, 72.00010999999999)"
D:/Thesis/realism_data/baroque\st. francis.jpg,1260,1899,"(96, 96)"
D:/Thesis/realism_data/baroque\st. george and a dragon.jpg,2533,3051,"(72.0, 72.0)"
"D:/Thesis/realism_data/baroque\st. george with martyrs maurus, papianus, domitilla, nerus and achilleus.jpg",1024,678,"(100, 100)"
D:/Thesis/realism_data/baroque\st. gregory the great with saints.jpg,820,1001,"(300, 300)"
D:/Thesis/realism_data/baroque\st. james the apostle.jpg,705,938,"(300, 300)"
D:/Thesis/realism_data/baroque\st. jerome in his hermitage.jpg,1000,1353,"(300, 300)"
D:/Thesis/realism_data/baroque\st. jerome in the wilderness.jpg,2311,2000,"(200, 200)"
D:/Thesis/realism_data/baroque\st. john the baptist.jpg,1430,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\st. john the evangelist in patmos.jpg,1920,869,"(96, 96)"
"D:/Thesis/realism_data/baroque\st. lucia, from the episode holy women.jpg",1224,1767,"(0, 0)"
D:/Thesis/realism_data/baroque\st. magdalene in the desert.jpg,1910,2634,"(72.0, 72.0)"
"D:/Thesis/realism_data/baroque\st. margaret, from the episode holy women.jpg",1365,1852,"(0, 0)"
D:/Thesis/realism_data/baroque\st. paul at malta.jpg,6000,4822,"(72, 72)"
D:/Thesis/realism_data/baroque\st. peter penitent.jpg,3344,4205,"(300, 300)"
D:/Thesis/realism_data/baroque\st. philip.jpg,1471,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\st. sebastian.jpg,750,1174,"(300, 300)"
D:/Thesis/realism_data/baroque\st. thomas.jpg,419,1037,"(72, 72)"
D:/Thesis/realism_data/baroque\st. cecilia.jpg,369,500,
D:/Thesis/realism_data/baroque\st. peter and st. paul.jpg,2024,2953,"(96, 96)"
D:/Thesis/realism_data/baroque\still life of fruit in a wan-li bowl.jpg,738,529,"(0, 0)"
D:/Thesis/realism_data/baroque\still life of fruit.jpg,963,680,"(300, 300)"
D:/Thesis/realism_data/baroque\still life with artichokes.jpg,920,759,"(0, 0)"
"D:/Thesis/realism_data/baroque\still life with cheeses, almonds and pretzels.jpg",2500,1757,"(300, 300)"
D:/Thesis/realism_data/baroque\still life with cherries and strawberries in china bowls.jpg,1361,1000,"(300, 300)"
D:/Thesis/realism_data/baroque\still life with dead game fruits and vegetables in a market.jpg,1000,688,"(150, 150)"
"D:/Thesis/realism_data/baroque\still life with fish, candle, artichokes, crabs and shrimp.jpg",3051,2085,"(310, 310)"
D:/Thesis/realism_data/baroque\still life with flowers and fruit.jpg,1222,718,"(300, 300)"
D:/Thesis/realism_data/baroque\still life with flowers and gold cups of honor.jpg,4913,6007,"(72, 72)"
D:/Thesis/realism_data/baroque\still life with fruit.jpg,940,598,"(72, 72)"
"D:/Thesis/realism_data/baroque\still life with nuts, candy and flowers.jpg",3051,2162,"(310, 310)"
D:/Thesis/realism_data/baroque\still life with oysters and pastries.jpg,1000,696,"(300, 300)"
D:/Thesis/realism_data/baroque\still life.jpg,2000,1618,"(0, 0)"
D:/Thesis/realism_data/baroque\studies of a man's head.jpg,1034,800,"(96, 96)"
D:/Thesis/realism_data/baroque\studies of the carracci figure.jpg,429,572,"(300, 300)"
D:/Thesis/realism_data/baroque\study for a standing female saint.jpg,560,850,"(150, 150)"
D:/Thesis/realism_data/baroque\study for an equestrian portrait of the duke of lerma.jpg,576,833,"(300, 300)"
D:/Thesis/realism_data/baroque\study for the pietà.jpg,2414,3727,"(150, 150)"
D:/Thesis/realism_data/baroque\sueño de la madre de san eloy.jpg,649,800,"(300, 300)"
D:/Thesis/realism_data/baroque\suffer the little children to come unto me.jpg,600,361,"(150, 150)"
D:/Thesis/realism_data/baroque\summer.jpg,1400,884,"(300, 300)"
D:/Thesis/realism_data/baroque\supper at emmaus.jpg,1500,1199,
D:/Thesis/realism_data/baroque\susanna and the elders.jpg,1259,1800,
D:/Thesis/realism_data/baroque\susanna before daniel.jpg,3631,2719,"(150, 150)"
"D:/Thesis/realism_data/baroque\table with orange, olives and pie.jpg",3051,2239,"(310, 310)"
D:/Thesis/realism_data/baroque\taking of christ.jpg,1300,1000,"(300, 300)"
D:/Thesis/realism_data/baroque\taste.jpg,1920,1106,"(96, 96)"
D:/Thesis/realism_data/baroque\the abduction of ganymede.jpg,1121,1100,"(300, 300)"
D:/Thesis/realism_data/baroque\the adoration of the magi.jpg,1600,1347,"(72, 72)"
D:/Thesis/realism_data/baroque\the adoration of the shepherds detail.jpg,861,716,"(134.0104, 134.0104)"
D:/Thesis/realism_data/baroque\the altarpiece of the holy cross.jpg,4001,4256,
D:/Thesis/realism_data/baroque\the announcement to the shepherds.jpg,800,1005,
"D:/Thesis/realism_data/baroque\the apostles, st. paul and st. barnabas at lystra.jpg",2580,1628,"(72, 72)"
D:/Thesis/realism_data/baroque\the apotheosis of aeneas.jpg,2507,2303,"(72, 72)"
D:/Thesis/realism_data/baroque\the arrest of christ.jpg,480,342,"(72, 72)"
"D:/Thesis/realism_data/baroque\the artist painting, surrounded by his family.jpg",1300,901,"(300, 300)"
D:/Thesis/realism_data/baroque\the artist with the family of his father-in-law adam van noort.jpg,2576,1988,"(72, 72)"
D:/Thesis/realism_data/baroque\the assumption of the virgin.jpg,635,882,"(300, 300)"
D:/Thesis/realism_data/baroque\the baptism of christ.jpg,1249,1920,
D:/Thesis/realism_data/baroque\the batavian siege of the roman army camp.jpg,1280,949,"(300, 300)"
D:/Thesis/realism_data/baroque\the battle of the amazons.jpg,1161,920,"(300, 300)"
D:/Thesis/realism_data/baroque\the battle with the spanish armada.jpg,700,412,"(300, 300)"
D:/Thesis/realism_data/baroque\the bean eater.jpg,834,690,"(300, 300)"
D:/Thesis/realism_data/baroque\the birth of jesus.jpg,1323,1813,"(72, 72)"
D:/Thesis/realism_data/baroque\the butcher`s shop.jpg,600,500,
D:/Thesis/realism_data/baroque\the calling of saints peter and andrew.jpg,1508,1200,"(72.0, 72.0)"
D:/Thesis/realism_data/baroque\the calling of st. matthew.jpg,1023,830,"(0, 0)"
D:/Thesis/realism_data/baroque\the campo vaccino with a gypsy woman reading a palm.jpg,1024,761,"(300, 300)"
D:/Thesis/realism_data/baroque\the capture of christ with the malchus episode.jpg,850,1094,"(300, 300)"
D:/Thesis/realism_data/baroque\the capture of christ.jpg,4211,5251,
D:/Thesis/realism_data/baroque\the choice of heracles.jpg,1024,684,"(300, 300)"
D:/Thesis/realism_data/baroque\the circumcision of christ.jpg,456,660,"(72, 72)"
D:/Thesis/realism_data/baroque\the claudius civilis conspiracy with the batavians in the schakerbos.jpg,1280,944,"(300, 300)"
D:/Thesis/realism_data/baroque\the conversion of st. paul.jpg,4752,3358,
D:/Thesis/realism_data/baroque\the coronation of st stephen.jpg,1000,1287,"(300, 300)"
D:/Thesis/realism_data/baroque\the coronation of the virgin.jpg,650,562,"(300, 300)"
D:/Thesis/realism_data/baroque\the crucifixion of saint peter.jpg,617,860,"(95.96119999999999, 95.96119999999999)"
D:/Thesis/realism_data/baroque\the cyclops polyphemus.jpg,1200,1488,"(150, 150)"
D:/Thesis/realism_data/baroque\the damage of sennaherib.jpg,1024,702,"(96, 96)"
D:/Thesis/realism_data/baroque\the daughters of cecrops finding the child erichthonius.jpg,2584,1540,"(72, 72)"
D:/Thesis/realism_data/baroque\the dead christ mourned by two angels.jpg,1242,1000,"(300, 300)"
D:/Thesis/realism_data/baroque\the dead christ mourned the three maries.jpg,871,789,
D:/Thesis/realism_data/baroque\the death of seneca.jpg,2001,3106,"(300, 300)"
D:/Thesis/realism_data/baroque\the death of the virgin.jpg,661,993,"(350, 350)"
D:/Thesis/realism_data/baroque\the denial of peter.jpg,3728,2776,"(72, 72)"
D:/Thesis/realism_data/baroque\the discovery of the child erichthonius.jpg,1400,961,"(300, 300)"
D:/Thesis/realism_data/baroque\the drunken hercules.jpg,900,989,"(300, 300)"
D:/Thesis/realism_data/baroque\the ecstasy of saint catherine.jpg,372,480,"(72, 72)"
D:/Thesis/realism_data/baroque\the elevation of the cross.jpg,3264,2448,"(72.0, 72.0)"
D:/Thesis/realism_data/baroque\the embarkation of a queen.jpg,1081,770,"(300, 300)"
D:/Thesis/realism_data/baroque\the emmaus miracle.jpg,1055,1400,"(72, 72)"
D:/Thesis/realism_data/baroque\the entombment.jpg,970,1300,"(300, 300)"
D:/Thesis/realism_data/baroque\the excavation of the cross.jpg,399,367,"(96, 96)"
