Filename,Width,Height,DPI Information
D:/Thesis/realism_data/Academicism\episodes from the life of joan of arc.jpg,1518,1600,
D:/Thesis/realism_data/Academicism\erotic image.jpg,554,352,"(200, 200)"
D:/Thesis/realism_data/Academicism\esther.jpg,542,700,"(96, 96)"
D:/Thesis/realism_data/Academicism\estudo para painel decorativo do instituto nacional de música.jpg,320,400,
D:/Thesis/realism_data/Academicism\etude pour les pèlerins d’emmaüs.jpg,1540,2247,"(72, 72)"
D:/Thesis/realism_data/Academicism\eureka.jpg,1583,2000,"(0, 0)"
D:/Thesis/realism_data/Academicism\europa.jpg,507,300,"(1200, 1200)"
D:/Thesis/realism_data/Academicism\eustace smith.jpg,414,512,"(72, 72)"
D:/Thesis/realism_data/Academicism\eve after falling into sin.jpg,534,720,"(296, 296)"
D:/Thesis/realism_data/Academicism\eve after the fall.jpg,1785,1409,"(150, 150)"
D:/Thesis/realism_data/Academicism\eve.jpg,905,2000,"(180, 180)"
D:/Thesis/realism_data/Academicism\evening meeting of the fishermen in a tavern of mergellina near naples.jpg,4107,7007,
D:/Thesis/realism_data/Academicism\evening prayer in tangiers.jpg,350,616,"(96, 96)"
D:/Thesis/realism_data/Academicism\exhausted!.jpg,900,588,"(72, 72)"
D:/Thesis/realism_data/Academicism\exit from the last supper.jpg,1024,672,"(0, 0)"
D:/Thesis/realism_data/Academicism\expulsion of merchants from the temple.jpg,1024,673,"(0, 0)"
"D:/Thesis/realism_data/Academicism\face of a woman in profile, presumed study for 'the first discord.jpg",612,755,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\fallen angel.jpg,1000,638,"(300, 300)"
D:/Thesis/realism_data/Academicism\family of the businessman b. h. strousberg.jpg,3980,2868,"(72, 72)"
D:/Thesis/realism_data/Academicism\family portrait.jpg,499,800,"(300, 300)"
D:/Thesis/realism_data/Academicism\family. mural in lunette from the family and education series.jpg,5924,2426,"(300, 300)"
D:/Thesis/realism_data/Academicism\fan.jpg,778,1000,"(0, 0)"
"D:/Thesis/realism_data/Academicism\fanchette, from ''the marriage of figaro''.jpg",675,945,"(72, 72)"
D:/Thesis/realism_data/Academicism\fanciulla con lillà.jpg,473,600,"(72, 72)"
D:/Thesis/realism_data/Academicism\faneuse.jpg,1579,1913,"(500, 500)"
D:/Thesis/realism_data/Academicism\fantasie.jpg,600,903,"(300, 300)"
D:/Thesis/realism_data/Academicism\far away thoughts.jpg,1000,1216,"(600, 600)"
D:/Thesis/realism_data/Academicism\far from home.jpg,1701,3126,"(350, 350)"
D:/Thesis/realism_data/Academicism\far niente.jpg,687,1095,"(72, 72)"
D:/Thesis/realism_data/Academicism\fast asleep.jpg,1996,1680,"(72, 72)"
"D:/Thesis/realism_data/Academicism\father mélac, from ''the two friends''.jpg",618,849,"(72, 72)"
D:/Thesis/realism_data/Academicism\faticida.jpg,2504,3475,"(300, 300)"
D:/Thesis/realism_data/Academicism\faunesse.jpg,1589,2000,"(72, 72)"
D:/Thesis/realism_data/Academicism\faust.jpg,600,499,"(0, 0)"
D:/Thesis/realism_data/Academicism\favorite flower.jpg,443,800,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\feasting romans.jpg,680,601,"(200.0, 200.0)"
D:/Thesis/realism_data/Academicism\feeding the ducks.jpg,512,700,
D:/Thesis/realism_data/Academicism\felix masse.jpg,1000,1292,"(600, 600)"
D:/Thesis/realism_data/Academicism\female nude.jpg,321,470,"(96, 96)"
D:/Thesis/realism_data/Academicism\female portrait.jpg,563,740,"(72, 72)"
D:/Thesis/realism_data/Academicism\ferdinand i of the two sicilies in the costume of a knight of the order of san gennaro.jpg,600,868,
D:/Thesis/realism_data/Academicism\ferdinand i of the two sicilies.jpg,408,500,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\fernand de magellan.jpg,768,993,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\fest day in venice.jpg,1818,1212,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\festival in rome in october. scene in the loggia asking to dance.jpg,750,458,"(96, 96)"
D:/Thesis/realism_data/Academicism\festival of the aissawah.jpg,700,459,"(96, 96)"
D:/Thesis/realism_data/Academicism\fiatal hölgy képmása.jpg,462,570,"(72, 72)"
D:/Thesis/realism_data/Academicism\fidelity.jpg,944,657,"(72, 72)"
"D:/Thesis/realism_data/Academicism\figaro, from ''the marriage de figaro''.jpg",741,1038,"(72, 72)"
D:/Thesis/realism_data/Academicism\figure with a laurel wreath.jpg,642,799,"(96, 96)"
D:/Thesis/realism_data/Academicism\figures in glory.jpg,1000,685,"(96, 96)"
D:/Thesis/realism_data/Academicism\figures on a venetian canal.jpg,1200,791,
D:/Thesis/realism_data/Academicism\filippo lippi and lucrezia buti.jpg,607,800,"(300, 300)"
D:/Thesis/realism_data/Academicism\firmness.jpg,538,650,"(96, 96)"
D:/Thesis/realism_data/Academicism\first meeting between henry viii and anne boleyn.jpg,951,1253,"(168, 168)"
D:/Thesis/realism_data/Academicism\first result.jpg,1166,1920,
D:/Thesis/realism_data/Academicism\first sketch for the vintage morn.jpg,2000,1519,"(180, 180)"
D:/Thesis/realism_data/Academicism\fisher girl.jpg,285,400,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\fishermen and boats with two sailing ships beyond.jpg,800,505,"(72, 72)"
D:/Thesis/realism_data/Academicism\fishermen in the lagoon.jpg,564,1034,"(72, 72)"
D:/Thesis/realism_data/Academicism\fishing boats in a breeze.jpg,944,671,"(72, 72)"
D:/Thesis/realism_data/Academicism\fishing boats on a venetian lagoon.jpg,1979,1021,"(96, 96)"
D:/Thesis/realism_data/Academicism\fishing. a scene from the roman life.jpg,800,560,"(601, 601)"
D:/Thesis/realism_data/Academicism\fishing.jpg,1200,500,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\flagellation of christ.jpg,1024,691,"(0, 0)"
D:/Thesis/realism_data/Academicism\flagellation of our lord jesus christ.jpg,2136,3056,"(700, 700)"
D:/Thesis/realism_data/Academicism\flaming june.jpg,2550,2552,"(72, 72)"
D:/Thesis/realism_data/Academicism\fleur.jpg,1245,1516,"(72, 72)"
D:/Thesis/realism_data/Academicism\flirtation at the well.jpg,1137,846,"(72, 72)"
D:/Thesis/realism_data/Academicism\flora and zepherus.jpg,354,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\flora.jpg,400,600,"(300, 300)"
D:/Thesis/realism_data/Academicism\florentine poet.jpg,600,354,"(72, 72)"
D:/Thesis/realism_data/Academicism\flower girl in cairo.jpg,409,610,
D:/Thesis/realism_data/Academicism\flowers in a gilt vase.jpg,1632,800,"(600, 600)"
D:/Thesis/realism_data/Academicism\flowers.jpg,1000,1463,"(300, 300)"
D:/Thesis/realism_data/Academicism\flying fish.jpg,1047,1600,"(96, 96)"
D:/Thesis/realism_data/Academicism\following the example of the gods.jpg,733,433,"(600, 600)"
D:/Thesis/realism_data/Academicism\four nude boys.jpg,603,448,"(72, 72)"
"D:/Thesis/realism_data/Academicism\four seasons picou, gérôme, boulanger, hamon.jpg",2801,3400,"(300, 300)"
D:/Thesis/realism_data/Academicism\fragment of the interior.jpg,775,1000,"(0, 0)"
"D:/Thesis/realism_data/Academicism\francisca aparicio y mérida, marquise consort of vistabella.jpg",1782,2952,"(96, 96)"
D:/Thesis/realism_data/Academicism\francois guizot after a painting by paul delaroche.jpg,502,625,"(96, 96)"
D:/Thesis/realism_data/Academicism\fraternal love.jpg,1220,1575,"(83.82, 83.82)"
D:/Thesis/realism_data/Academicism\frauenakt.jpg,1899,2986,"(300, 300)"
D:/Thesis/realism_data/Academicism\frederic lord leighton.jpg,606,800,"(300, 300)"
D:/Thesis/realism_data/Academicism\frederick the great.jpg,2000,1915,"(400, 400)"
D:/Thesis/realism_data/Academicism\friedrich max müller.jpg,2400,2813,"(72, 72)"
D:/Thesis/realism_data/Academicism\fruit basket.jpg,358,433,"(96, 96)"
D:/Thesis/realism_data/Academicism\fruit vendor.jpg,319,648,"(72, 72)"
D:/Thesis/realism_data/Academicism\früchtestilleben.jpg,645,800,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\funeral wake.jpg,2022,1644,"(72, 72)"
D:/Thesis/realism_data/Academicism\galaxy of musicians.jpg,705,486,"(2835, 2835)"
D:/Thesis/realism_data/Academicism\ganga avataran or descent of ganga.jpg,436,599,"(72, 72)"
D:/Thesis/realism_data/Academicism\ganymede.jpg,720,1024,"(180, 180)"
D:/Thesis/realism_data/Academicism\garden of an inn capri.jpg,3510,2550,"(300, 300)"
D:/Thesis/realism_data/Academicism\gardener girl.jpg,480,667,"(100, 100)"
D:/Thesis/realism_data/Academicism\gates in the tower.jpg,1000,578,"(0, 0)"
D:/Thesis/realism_data/Academicism\gathering cockles at the seashore.jpg,563,846,"(350, 350)"
D:/Thesis/realism_data/Academicism\general cambronne.jpg,3163,5000,"(300, 300)"
D:/Thesis/realism_data/Academicism\genesung.jpg,658,552,"(75, 75)"
D:/Thesis/realism_data/Academicism\genius of america.jpg,4569,2805,"(300, 300)"
"D:/Thesis/realism_data/Academicism\george douglas campbell, 8th duke of argyll.jpg",2400,2979,"(72, 72)"
D:/Thesis/realism_data/Academicism\george meredith.jpg,2400,3238,"(72, 72)"
D:/Thesis/realism_data/Academicism\george v in coronation robes..jpg,1251,1759,"(144, 144)"
"D:/Thesis/realism_data/Academicism\gerald balfour, 2nd earl of balfour.jpg",397,500,"(72, 72)"
D:/Thesis/realism_data/Academicism\germanicus devant les restes des légions de varus.jpg,2601,1819,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\gethering shells.jpg,645,985,"(350, 350)"
D:/Thesis/realism_data/Academicism\gethsemane.jpg,1000,1400,"(199, 199)"
D:/Thesis/realism_data/Academicism\giacomina.jpg,361,798,"(72, 72)"
D:/Thesis/realism_data/Academicism\giants at play.jpg,800,487,"(72, 72)"
D:/Thesis/realism_data/Academicism\giotto keeping the goats.jpg,1280,976,"(72, 72)"
D:/Thesis/realism_data/Academicism\gipsy girl.jpg,2222,2940,"(300, 300)"
D:/Thesis/realism_data/Academicism\girl and roses.jpg,570,800,"(96, 96)"
D:/Thesis/realism_data/Academicism\girl holding lemons.jpg,384,500,"(72, 72)"
D:/Thesis/realism_data/Academicism\girl in a basin.jpg,800,622,"(315, 315)"
D:/Thesis/realism_data/Academicism\girl in a lilac-coloured dress with bouquet of flowers.jpg,1500,2739,"(300, 300)"
D:/Thesis/realism_data/Academicism\girl in green.jpg,568,899,"(300, 300)"
D:/Thesis/realism_data/Academicism\girl in yellow dress.jpg,451,570,"(72, 72)"
D:/Thesis/realism_data/Academicism\girl with a book.jpg,745,607,"(72, 72)"
D:/Thesis/realism_data/Academicism\girl with a child.jpg,350,437,"(96, 96)"
D:/Thesis/realism_data/Academicism\girl with a green headscarf.jpg,2947,3621,"(300, 300)"
D:/Thesis/realism_data/Academicism\girl with a pomegranate.jpg,350,459,"(96, 96)"
D:/Thesis/realism_data/Academicism\girl with cats.jpg,489,720,"(300, 300)"
D:/Thesis/realism_data/Academicism\girl with fish.jpg,576,760,
D:/Thesis/realism_data/Academicism\girl with grapes.jpg,350,543,"(96, 96)"
D:/Thesis/realism_data/Academicism\girl with pigeons.jpg,417,600,"(0, 0)"
D:/Thesis/realism_data/Academicism\girl with rake.jpg,345,470,"(96, 96)"
D:/Thesis/realism_data/Academicism\girls from the schwalm.jpg,1200,891,
D:/Thesis/realism_data/Academicism\girls who sang in the valley.jpg,500,377,"(72, 72)"
D:/Thesis/realism_data/Academicism\girl bouquet.jpg,2019,2492,"(600, 600)"
D:/Thesis/realism_data/Academicism\gladiator playing the trumpet.jpg,2448,3264,"(72, 72)"
"D:/Thesis/realism_data/Academicism\glaisher, passed out in his balloon gondola at an altitude of almost 11,000 m above sea level.jpg",396,599,"(0, 0)"
D:/Thesis/realism_data/Academicism\glaneuse.jpg,350,595,"(96, 96)"
D:/Thesis/realism_data/Academicism\gleaners.jpg,575,964,"(350, 350)"
D:/Thesis/realism_data/Academicism\gods creatures.jpg,1472,2000,"(0, 0)"
D:/Thesis/realism_data/Academicism\going to the bath.jpg,350,465,"(96, 96)"
D:/Thesis/realism_data/Academicism\golgota.jpg,1000,614,"(0, 0)"
D:/Thesis/realism_data/Academicism\gondola on the grand canal near ca' rezzonico.jpg,380,517,"(72, 72)"
D:/Thesis/realism_data/Academicism\good adventure.jpg,687,512,
D:/Thesis/realism_data/Academicism\good news.jpg,1000,1784,"(600, 600)"
D:/Thesis/realism_data/Academicism\grand duchess maria alexandrovna.jpg,542,750,"(72, 72)"
D:/Thesis/realism_data/Academicism\grand duchess maria nikolaevna with her children.jpg,750,678,"(72, 72)"
"D:/Thesis/realism_data/Academicism\grand duchess of russia, alexandra nikolaievna, daughter of nikolai i.jpg",888,1476,"(72, 72)"
D:/Thesis/realism_data/Academicism\grandfather and grandchildren.jpg,1107,1300,
D:/Thesis/realism_data/Academicism\great duchess elena pavlovna.jpg,535,699,"(72, 72)"
D:/Thesis/realism_data/Academicism\greek girl dancing.jpg,570,432,"(0, 0)"
D:/Thesis/realism_data/Academicism\greek girls picking up pebbles.jpg,3510,2404,"(300, 300)"
D:/Thesis/realism_data/Academicism\greek girls playing at ball.jpg,3746,2148,"(300, 300)"
D:/Thesis/realism_data/Academicism\greek interior gyneceum.jpg,2909,2048,"(400, 400)"
D:/Thesis/realism_data/Academicism\greek wine.jpg,1001,469,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\gulnihal.jpg,2100,2761,"(300, 300)"
D:/Thesis/realism_data/Academicism\gypsies.jpg,491,774,"(2835, 2835)"
D:/Thesis/realism_data/Academicism\gypsy girl with a basque drum.jpg,681,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\gérôme executing the gladiators.jpg,1024,768,"(180, 180)"
D:/Thesis/realism_data/Academicism\hafeneinfahrt bei mondschein.jpg,563,437,"(72, 72)"
D:/Thesis/realism_data/Academicism\hagar in the desert.jpg,4000,3377,"(96, 96)"
D:/Thesis/realism_data/Academicism\hairpins.jpg,639,969,"(350, 350)"
D:/Thesis/realism_data/Academicism\halcyone.jpg,4073,2811,"(400, 400)"
D:/Thesis/realism_data/Academicism\half length figure.jpg,350,428,"(96, 96)"
D:/Thesis/realism_data/Academicism\halt at an inn.jpg,900,700,"(300, 300)"
D:/Thesis/realism_data/Academicism\hamsa damayanti.jpg,484,892,"(72, 72)"
D:/Thesis/realism_data/Academicism\hannah de rothschild.jpg,423,695,"(96, 96)"
D:/Thesis/realism_data/Academicism\hannibal's army crossing the rhône.jpg,1279,838,
D:/Thesis/realism_data/Academicism\hansa damayanthi.jpg,765,1024,"(180, 180)"
D:/Thesis/realism_data/Academicism\happy arcadia.jpg,1341,757,"(72, 72)"
D:/Thesis/realism_data/Academicism\harmony.jpg,1000,729,"(150, 150)"
D:/Thesis/realism_data/Academicism\harvest of hazelnuts.jpg,350,502,"(96, 96)"
D:/Thesis/realism_data/Academicism\harvester.jpg,1076,1750,"(250, 250)"
D:/Thesis/realism_data/Academicism\harvests in burgundy.jpg,5336,4902,"(300, 300)"
"D:/Thesis/realism_data/Academicism\hastings, east sussex.jpg",944,521,"(72, 72)"
D:/Thesis/realism_data/Academicism\hay-maker.jpg,350,489,"(96, 96)"
D:/Thesis/realism_data/Academicism\he closed his eyes.jpg,392,500,"(96, 96)"
"D:/Thesis/realism_data/Academicism\head of a boy, venice.jpg",444,571,"(300, 300)"
D:/Thesis/realism_data/Academicism\head of a little girl.jpg,1721,2330,"(600, 600)"
D:/Thesis/realism_data/Academicism\head of a man. study of the figure of paralytic for the painting the appearance of christ to the people..jpg,376,488,"(400, 400)"
D:/Thesis/realism_data/Academicism\head of a man.jpg,493,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\head of a peasant of the roman campagna.jpg,376,570,"(300, 300)"
D:/Thesis/realism_data/Academicism\head of a young girl.jpg,1916,2422,"(600, 600)"
D:/Thesis/realism_data/Academicism\head of an italian girl with a laurel wreath.jpg,331,400,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\head of an oriental man.jpg,330,400,
D:/Thesis/realism_data/Academicism\head of john the baptist.jpg,431,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\head of john the evangelist.jpg,430,381,"(400, 400)"
D:/Thesis/realism_data/Academicism\head study of female face blonde.jpg,416,500,"(96, 96)"
D:/Thesis/realism_data/Academicism\head study.jpg,388,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\heimkehr nach erster fahrt.jpg,756,625,"(75, 75)"
D:/Thesis/realism_data/Academicism\helen on the walls of troy.jpg,600,884,"(700, 700)"
D:/Thesis/realism_data/Academicism\helena and hermia.jpg,2087,2542,
D:/Thesis/realism_data/Academicism\her favourite pet.jpg,1000,1242,"(600, 600)"
D:/Thesis/realism_data/Academicism\her first jewels.jpg,710,1082,"(350, 350)"
D:/Thesis/realism_data/Academicism\heracles bringing cerberos from the gates of hell.jpg,396,507,"(96, 96)"
D:/Thesis/realism_data/Academicism\hercules and omphale.jpg,700,929,
D:/Thesis/realism_data/Academicism\hercules wrestling with death for the body of alcestis.jpg,3792,1866,"(300, 300)"
D:/Thesis/realism_data/Academicism\herkules walczący z centaurem.jpg,1728,1296,"(72, 72)"
D:/Thesis/realism_data/Academicism\hermes.jpg,552,1000,"(0, 0)"
D:/Thesis/realism_data/Academicism\herodias.jpg,400,531,"(300, 300)"
D:/Thesis/realism_data/Academicism\his highness on a journey spreading peace otto von bismarck and his prussian officers touring a village after the austro-prussian war of 1866.jpg,2000,1387,"(180, 180)"
D:/Thesis/realism_data/Academicism\his new hat.jpg,419,610,"(72, 72)"
D:/Thesis/realism_data/Academicism\hms 'enchantress' in the river dart.jpg,944,490,"(72, 72)"
D:/Thesis/realism_data/Academicism\holy family.jpg,1646,2056,"(500, 500)"
D:/Thesis/realism_data/Academicism\homage to clovis ii.jpg,900,695,
D:/Thesis/realism_data/Academicism\home again.jpg,1920,1322,
D:/Thesis/realism_data/Academicism\homer and his guide.jpg,1192,1748,"(400, 400)"
D:/Thesis/realism_data/Academicism\homère mendiant.jpg,2854,1678,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\horace and lydia.jpg,624,511,"(72, 72)"
D:/Thesis/realism_data/Academicism\horae serenae.jpg,944,378,"(72, 72)"
D:/Thesis/realism_data/Academicism\horatius reads before maecenas.jpg,1000,569,"(0, 0)"
D:/Thesis/realism_data/Academicism\horse merchant in cairo.jpg,976,1278,"(140, 140)"
D:/Thesis/realism_data/Academicism\horses in a rainstorm.jpg,3996,2646,
D:/Thesis/realism_data/Academicism\hostages.jpg,988,772,"(72, 72)"
D:/Thesis/realism_data/Academicism\hungarian conquest.jpg,1920,626,"(300, 300)"
D:/Thesis/realism_data/Academicism\hémicycle central section.jpg,800,545,"(300, 300)"
D:/Thesis/realism_data/Academicism\hémicycle section 2.jpg,728,479,"(0, 0)"
D:/Thesis/realism_data/Academicism\hémicycle section 3.jpg,800,511,"(300, 300)"
D:/Thesis/realism_data/Academicism\icarus and daedalus.jpg,1127,1534,"(300, 300)"
"D:/Thesis/realism_data/Academicism\ida, adrian and frederic marryat.jpg",588,800,"(300, 300)"
D:/Thesis/realism_data/Academicism\idyll the rose seller.jpg,467,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\idyll.jpg,979,1609,"(72, 72)"
D:/Thesis/realism_data/Academicism\illustrations from volume 1 of the yellow book.jpg,1608,2400,"(72, 72)"
D:/Thesis/realism_data/Academicism\ilona lotz in white.jpg,221,500,"(72, 72)"
D:/Thesis/realism_data/Academicism\ilona tündér and prince árgyélus.jpg,4086,2085,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\in a roman osteria.jpg,1273,1024,"(300, 300)"
D:/Thesis/realism_data/Academicism\in contemplation.jpg,800,1229,"(72, 72)"
D:/Thesis/realism_data/Academicism\in penitence.jpg,530,1000,"(72, 72)"
D:/Thesis/realism_data/Academicism\in the chapel.jpg,757,1000,"(0, 0)"
D:/Thesis/realism_data/Academicism\in the countryside.jpg,800,604,
D:/Thesis/realism_data/Academicism\in the desert.jpg,600,472,"(300, 300)"
D:/Thesis/realism_data/Academicism\in the evening in the fields.jpg,640,403,"(72, 72)"
D:/Thesis/realism_data/Academicism\in the library.jpg,457,800,
D:/Thesis/realism_data/Academicism\in the mirror.jpg,478,570,"(72, 72)"
D:/Thesis/realism_data/Academicism\in the roman baths.jpg,1000,600,"(0, 0)"
D:/Thesis/realism_data/Academicism\in the sacristy.jpg,4953,3550,"(300, 300)"
D:/Thesis/realism_data/Academicism\in the spring meadow.jpg,1927,1370,"(96, 96)"
D:/Thesis/realism_data/Academicism\in the studio a painter and the easel.jpg,854,1200,
D:/Thesis/realism_data/Academicism\in the studio.jpg,1206,791,"(96, 96)"
D:/Thesis/realism_data/Academicism\in the vineyard.jpg,371,576,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\in the water.jpg,630,1130,"(72, 72)"
D:/Thesis/realism_data/Academicism\infancy of zeus.jpg,940,824,"(350, 350)"
"D:/Thesis/realism_data/Academicism\information, general desaix and the peasant.jpg",900,702,"(1500, 1500)"
D:/Thesis/realism_data/Academicism\innocence seduced by love.jpg,1100,869,"(72, 72)"
D:/Thesis/realism_data/Academicism\innocence.jpg,912,1774,"(200, 200)"
D:/Thesis/realism_data/Academicism\inspiration.jpg,1344,2070,"(600, 600)"
D:/Thesis/realism_data/Academicism\insult to prisoners episode of the crusade against the albigenses in 1211.jpg,3098,2062,"(72, 72)"
D:/Thesis/realism_data/Academicism\integrity.jpg,369,897,
"D:/Thesis/realism_data/Academicism\interior of the temple of amun, karnak.jpg",1884,2666,"(300, 300)"
D:/Thesis/realism_data/Academicism\intriguing news.jpg,470,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\invocation à neptune.jpg,993,1249,"(350, 350)"
D:/Thesis/realism_data/Academicism\invocation.jpg,1682,2790,"(300, 300)"
D:/Thesis/realism_data/Academicism\ion eliade radulescu.jpg,441,600,"(180, 180)"
D:/Thesis/realism_data/Academicism\irene.jpg,2015,2462,"(300, 300)"
D:/Thesis/realism_data/Academicism\irène.jpg,350,428,"(96, 96)"
D:/Thesis/realism_data/Academicism\islandees in the inland area.jpg,1882,1426,
D:/Thesis/realism_data/Academicism\israel in egypt.jpg,2767,1160,"(300, 300)"
D:/Thesis/realism_data/Academicism\italian boy with mandolin.jpg,623,768,"(96, 96)"
D:/Thesis/realism_data/Academicism\italian girl at the fountain.jpg,938,1200,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\italian girl drawing water.jpg,1373,2092,"(500, 500)"
D:/Thesis/realism_data/Academicism\italian girl.jpg,1669,2000,"(72, 72)"
D:/Thesis/realism_data/Academicism\italian landscape.jpg,687,419,"(600, 600)"
D:/Thesis/realism_data/Academicism\italian lovers.jpg,311,400,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\italian market scene.jpg,570,570,"(1.0, 1.0)"
D:/Thesis/realism_data/Academicism\italian mother.jpg,588,680,"(72, 72)"
D:/Thesis/realism_data/Academicism\italian peasant family.jpg,564,325,"(72, 72)"
D:/Thesis/realism_data/Academicism\italian piper.jpg,350,474,"(96, 96)"
D:/Thesis/realism_data/Academicism\italian scene.jpg,678,944,"(72, 72)"
D:/Thesis/realism_data/Academicism\italian woman with tambourine.jpg,922,1100,"(350, 350)"
D:/Thesis/realism_data/Academicism\italian woman.jpg,789,1000,"(0, 0)"
D:/Thesis/realism_data/Academicism\italienische marktszene mit römischen ruinen.jpg,469,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\italiienne.jpg,643,944,"(72, 72)"
D:/Thesis/realism_data/Academicism\jacob not let to go an angel struggling with him.jpg,1024,617,"(0, 0)"
D:/Thesis/realism_data/Academicism\jacob receiving joseph's bloody coat.jpg,567,423,
D:/Thesis/realism_data/Academicism\jacob wrestling the angel.jpg,400,605,"(72, 72)"
D:/Thesis/realism_data/Academicism\james martineau.jpg,2400,2979,"(72, 72)"
D:/Thesis/realism_data/Academicism\jasmine.jpg,1983,2651,"(0, 0)"
D:/Thesis/realism_data/Academicism\jatayu vadham.jpg,619,875,"(72, 72)"
D:/Thesis/realism_data/Academicism\jealous woman.jpg,591,768,
D:/Thesis/realism_data/Academicism\jean baptiste drouet d'erlon.jpg,746,1149,"(96.0, 96.0)"
D:/Thesis/realism_data/Academicism\jean-martial bineau.jpg,318,446,"(72, 72)"
D:/Thesis/realism_data/Academicism\jeannie.jpg,350,495,"(96, 96)"
D:/Thesis/realism_data/Academicism\jephta's daughter.jpg,504,650,"(96, 96)"
D:/Thesis/realism_data/Academicism\jessica.jpg,409,557,"(96, 96)"
D:/Thesis/realism_data/Academicism\jesus and nicodemus.jpg,1024,695,"(0, 0)"
D:/Thesis/realism_data/Academicism\jesus casting out the money changers at the temple.jpg,421,479,"(72, 72)"
D:/Thesis/realism_data/Academicism\jesus in the pretorium.jpg,599,774,"(300, 300)"
D:/Thesis/realism_data/Academicism\jesus tempted.jpg,1000,1400,"(199, 199)"
D:/Thesis/realism_data/Academicism\jeu d'echecs indien.jpg,1000,656,"(600, 600)"
D:/Thesis/realism_data/Academicism\jeune bergère algérienne.jpg,1685,2843,"(72, 72)"
D:/Thesis/realism_data/Academicism\jeune femme nue se coiffant.jpg,560,899,
D:/Thesis/realism_data/Academicism\jeune fille au papillon.jpg,600,758,"(96, 96)"
D:/Thesis/realism_data/Academicism\jeune fille de capri.jpg,419,512,
D:/Thesis/realism_data/Academicism\jeune fille à la colombe.jpg,1473,2228,"(72, 72)"
D:/Thesis/realism_data/Academicism\jeunes femmes au bain.jpg,1546,1200,"(72, 72)"
D:/Thesis/realism_data/Academicism\jewish woman from cairo.jpg,519,700,"(72, 72)"
D:/Thesis/realism_data/Academicism\jezebel and ahab met by elijah.jpg,1117,1229,"(300, 300)"
D:/Thesis/realism_data/Academicism\joan of arc kneeling before angel.jpg,330,560,"(72, 72)"
D:/Thesis/realism_data/Academicism\job.jpg,1000,1270,"(200, 200)"
D:/Thesis/realism_data/Academicism\johann sebastian bach im kreise seiner familie.jpg,400,300,
D:/Thesis/realism_data/Academicism\john chrysostom and aelia eudoxia.jpg,1000,786,"(72, 72)"
D:/Thesis/realism_data/Academicism\john passmore edwards.jpg,2400,2987,"(72, 72)"
D:/Thesis/realism_data/Academicism\jonathan's token to david.jpg,2550,3510,"(300, 300)"
"D:/Thesis/realism_data/Academicism\joseph interpreting dreams to butler and baker, concluded with him in prison.jpg",1741,1463,"(72, 72)"
D:/Thesis/realism_data/Academicism\joseph marigolds.jpg,336,1000,"(200, 200)"
D:/Thesis/realism_data/Academicism\joseph's brothers find the silver goblet in benjamin's pack.jpg,500,412,"(96, 96)"
D:/Thesis/realism_data/Academicism\joseph's dream.jpg,812,539,"(300, 300)"
D:/Thesis/realism_data/Academicism\joseph.jpg,725,1977,"(300, 300)"
D:/Thesis/realism_data/Academicism\josephine elizabeth butler née grey.jpg,2400,2900,"(72, 72)"
D:/Thesis/realism_data/Academicism\joueur de flute.jpg,350,442,"(96, 96)"
D:/Thesis/realism_data/Academicism\judas' regret.jpg,498,699,"(0, 0)"
D:/Thesis/realism_data/Academicism\judith's prayer.jpg,533,700,"(96, 96)"
D:/Thesis/realism_data/Academicism\judith.jpg,350,568,"(96, 96)"
D:/Thesis/realism_data/Academicism\julia margaret cameron.jpg,2400,2894,"(72, 72)"
D:/Thesis/realism_data/Academicism\juliet awakens.jpg,569,768,
D:/Thesis/realism_data/Academicism\julius caesar and staff.jpg,393,570,"(300, 300)"
D:/Thesis/realism_data/Academicism\july on the beach.jpg,2048,1272,
D:/Thesis/realism_data/Academicism\kaiser wilhelm ii.jpg,5061,6990,"(265.0, 265.0)"
