Filename,Width,Height,DPI Information
D:/Thesis/realism_data/orientalism\he went through the villages on the way to jerusalem.jpg,1555,949,"(0, 0)"
D:/Thesis/realism_data/orientalism\head of a moor by henri regnault.jpg,2581,3507,"(72.0, 72.0)"
D:/Thesis/realism_data/orientalism\head of an oriental man portrait of mustapha.jpg,527,650,"(96, 96)"
D:/Thesis/realism_data/orientalism\head of an oriental man.jpg,330,400,
D:/Thesis/realism_data/orientalism\head of jewish man.jpg,829,1000,
D:/Thesis/realism_data/orientalism\hemis monastery in ladakh.jpg,1000,689,
D:/Thesis/realism_data/orientalism\hens.jpg,500,329,"(72, 72)"
D:/Thesis/realism_data/orientalism\horse eastern.jpg,758,589,"(96, 96)"
"D:/Thesis/realism_data/orientalism\horse market, persian stables, bombay.jpg",1067,865,"(0, 0)"
D:/Thesis/realism_data/orientalism\horse merchant in cairo.jpg,976,1278,"(140, 140)"
D:/Thesis/realism_data/orientalism\horseman during the fantasy.jpg,3840,2537,"(72, 72)"
D:/Thesis/realism_data/orientalism\hungarian gypsy.jpg,515,700,"(96, 96)"
D:/Thesis/realism_data/orientalism\idyll the rose seller.jpg,467,600,"(96, 96)"
D:/Thesis/realism_data/orientalism\in a harem. by allah's order underwear should be changed once a year.jpg,779,1000,
D:/Thesis/realism_data/orientalism\in jerusalem. royal tombs.jpg,740,1000,
D:/Thesis/realism_data/orientalism\in the alhambra.jpg,1000,1280,"(600, 600)"
"D:/Thesis/realism_data/orientalism\in the bezestein, el khan khalil, cairo.jpg",1257,1667,"(100.0, 100.0)"
D:/Thesis/realism_data/orientalism\in the harbour of algiers.jpg,380,652,"(150, 150)"
D:/Thesis/realism_data/orientalism\in the harem.jpg,1000,822,"(72, 72)"
"D:/Thesis/realism_data/orientalism\in the mosque of sultan hassan, cairo.jpg",512,624,"(96, 96)"
D:/Thesis/realism_data/orientalism\in the presence of the lord.jpg,2857,5929,
D:/Thesis/realism_data/orientalism\in top capu.jpg,380,725,"(150, 150)"
D:/Thesis/realism_data/orientalism\indian barbers saharanpore.jpg,1000,738,"(1360, 1360)"
"D:/Thesis/realism_data/orientalism\indian horsemen at the gateway of alah ou din, old delhi.jpg",755,1025,"(350, 350)"
D:/Thesis/realism_data/orientalism\indian hunting party.jpg,1000,817,"(600, 600)"
D:/Thesis/realism_data/orientalism\indian motif.jpg,677,1000,
D:/Thesis/realism_data/orientalism\indian prince and parade cermony.jpg,691,1000,"(72, 72)"
"D:/Thesis/realism_data/orientalism\indian prince, palace of agra.jpg",796,1000,"(72, 72)"
D:/Thesis/realism_data/orientalism\indian.jpg,560,1000,
D:/Thesis/realism_data/orientalism\inside the harem.jpg,800,655,"(72, 72)"
D:/Thesis/realism_data/orientalism\interior of a turkish cafe.jpg,4001,3198,
D:/Thesis/realism_data/orientalism\interior of an eastern house.jpg,5130,3727,
"D:/Thesis/realism_data/orientalism\interior of la torre des infantas, the alhambra.jpg",650,533,"(72, 72)"
"D:/Thesis/realism_data/orientalism\interior of the great mosque, ulucami bursa, turkey.jpg",6353,4108,
"D:/Thesis/realism_data/orientalism\interior of the harem, womam of constantine coming out of the bath.jpg",1256,1573,"(96, 96)"
D:/Thesis/realism_data/orientalism\interior of the harem.jpg,1500,1137,"(100, 100)"
D:/Thesis/realism_data/orientalism\interior of the mosque at cordoba.jpg,1023,796,"(0, 0)"
"D:/Thesis/realism_data/orientalism\interior of the mosque, brussa.jpg",1500,1069,"(100, 100)"
"D:/Thesis/realism_data/orientalism\interior of the residence of the pasha, new orsova.jpg",1500,1101,"(100, 100)"
"D:/Thesis/realism_data/orientalism\interior of the temple of amun, karnak.jpg",1884,2666,"(300, 300)"
D:/Thesis/realism_data/orientalism\interview with the viceroy of egypt at his palace in alexandria.jpg,1044,720,"(350, 350)"
"D:/Thesis/realism_data/orientalism\intérieur de harem au maroc, achevé par benjamin constant en 1878.jpg",1200,695,"(350, 350)"
D:/Thesis/realism_data/orientalism\invocation à neptune.jpg,993,1249,"(350, 350)"
D:/Thesis/realism_data/orientalism\italian mother.jpg,588,680,"(72, 72)"
D:/Thesis/realism_data/orientalism\jaffa.jpg,2572,1415,"(72, 72)"
D:/Thesis/realism_data/orientalism\japanese dolls and fan.jpg,900,889,"(72, 72)"
D:/Thesis/realism_data/orientalism\jephta's daughter.jpg,504,650,"(96, 96)"
D:/Thesis/realism_data/orientalism\jerusalem from the mount of olives.jpg,875,583,"(0, 0)"
D:/Thesis/realism_data/orientalism\jerusalem from the road leading to bethany.jpg,935,619,"(96, 96)"
D:/Thesis/realism_data/orientalism\jerusalem from the west. jaffa gate and the citadel..jpg,1000,369,
D:/Thesis/realism_data/orientalism\jerusalem. ladder to the east side of the track..jpg,1000,562,
D:/Thesis/realism_data/orientalism\jessica.jpg,1733,2048,"(96, 96)"
D:/Thesis/realism_data/orientalism\jesus found in the temple.jpg,1077,1536,"(0, 0)"
D:/Thesis/realism_data/orientalism\jewish bride in morocco.jpg,2374,2980,"(350, 350)"
D:/Thesis/realism_data/orientalism\jewish bride.jpg,800,1070,"(300, 300)"
"D:/Thesis/realism_data/orientalism\jewish festival in tetuan june, 4.jpg",719,962,"(96, 96)"
D:/Thesis/realism_data/orientalism\jewish musicians in morocco.jpg,657,600,"(96, 96)"
D:/Thesis/realism_data/orientalism\jewish woman in fiesta dress.jpg,347,453,"(72, 72)"
D:/Thesis/realism_data/orientalism\jewish woman of algiers.jpg,490,640,
"D:/Thesis/realism_data/orientalism\josef kriehuber, austrian lithographer and artist self-portrait.jpg",410,600,"(300, 300)"
D:/Thesis/realism_data/orientalism\joseph sold by his brethren.jpg,800,596,"(72, 72)"
D:/Thesis/realism_data/orientalism\juda et thamar.jpg,730,1023,"(300, 300)"
D:/Thesis/realism_data/orientalism\judith and holofernes.jpg,432,569,"(300, 300)"
D:/Thesis/realism_data/orientalism\judith.jpg,800,1260,"(72.0, 72.0)"
D:/Thesis/realism_data/orientalism\jumma musjed lahore india.jpg,1279,2000,"(0, 0)"
D:/Thesis/realism_data/orientalism\kaikroddare.jpg,1000,582,"(600, 600)"
D:/Thesis/realism_data/orientalism\kalmyk chapel.jpg,1000,688,
D:/Thesis/realism_data/orientalism\kalmyk-lama.jpg,1000,796,
D:/Thesis/realism_data/orientalism\kazakh with fur hat.jpg,809,1000,"(72, 72)"
D:/Thesis/realism_data/orientalism\kazakh with his national headdress.jpg,749,1000,"(72, 72)"
D:/Thesis/realism_data/orientalism\kazakh woman.jpg,505,1000,"(0, 0)"
D:/Thesis/realism_data/orientalism\king boabdil's farewell to granada.jpg,1071,1441,"(72, 72)"
D:/Thesis/realism_data/orientalism\kyrgyz migrations.jpg,1000,717,"(72, 72)"
D:/Thesis/realism_data/orientalism\kyrgyz tent on the chu river.jpg,1000,641,
D:/Thesis/realism_data/orientalism\kyrgyz-bride outfit with a headdress covering the face.jpg,654,1000,
D:/Thesis/realism_data/orientalism\kyrgyz.jpg,1381,1987,"(300, 300)"
D:/Thesis/realism_data/orientalism\kyrgz.jpg,978,1195,
D:/Thesis/realism_data/orientalism\l'arabe aveugle.jpg,426,547,"(96, 96)"
D:/Thesis/realism_data/orientalism\l'imperatrice theodora au colisée.jpg,1000,1189,"(600, 600)"
D:/Thesis/realism_data/orientalism\la danse du foulard.jpg,800,486,"(72, 72)"
D:/Thesis/realism_data/orientalism\la récolte des dattes.jpg,550,394,
D:/Thesis/realism_data/orientalism\ladies party in hünkâr i̇skelesi on the bosporus.jpg,5594,4196,"(300, 300)"
"D:/Thesis/realism_data/orientalism\lady in turkish dress, reading.jpg",5203,3979,
D:/Thesis/realism_data/orientalism\landscape in egypt.jpg,1920,1359,
D:/Thesis/realism_data/orientalism\landscape on the railway line from jaffa to jerusalem.jpg,2284,1738,"(72, 72)"
D:/Thesis/realism_data/orientalism\laundress in a sunlit archway.jpg,320,857,"(72, 72)"
D:/Thesis/realism_data/orientalism\le caïd marocain tahamy.jpg,2338,3543,"(300, 300)"
D:/Thesis/realism_data/orientalism\le harem du palais.jpg,1280,950,"(600, 600)"
D:/Thesis/realism_data/orientalism\le lendemain d'une victoire à l'alhambra.jpg,1658,2106,"(72.0, 72.0)"
D:/Thesis/realism_data/orientalism\le pacha de tanger près de la grande mosquée.jpg,1319,2000,"(400, 400)"
D:/Thesis/realism_data/orientalism\le soir sur les terrasses.jpg,2825,1741,"(72, 72)"
D:/Thesis/realism_data/orientalism\leah and rachel.jpg,476,700,"(96, 96)"
D:/Thesis/realism_data/orientalism\leaving for the hunt at gwalior.jpg,1000,671,"(72, 72)"
D:/Thesis/realism_data/orientalism\leaving for the hunt.jpg,713,1000,"(72, 72)"
D:/Thesis/realism_data/orientalism\les chérifas.jpg,3349,2004,"(72.0, 72.0)"
D:/Thesis/realism_data/orientalism\les fumeurs de kiff.jpg,2655,1914,"(72, 72)"
D:/Thesis/realism_data/orientalism\les présents d'un pacha.jpg,2106,3229,"(180, 180)"
D:/Thesis/realism_data/orientalism\lezgin haji murtuz-agha from dagestan.jpg,674,1000,
D:/Thesis/realism_data/orientalism\lion and alligator.jpg,700,579,"(300, 300)"
D:/Thesis/realism_data/orientalism\lion and boar.jpg,574,480,
D:/Thesis/realism_data/orientalism\lion and tortoise.jpg,1024,778,"(300, 300)"
D:/Thesis/realism_data/orientalism\lion devouring a horse.jpg,768,512,"(72, 72)"
D:/Thesis/realism_data/orientalism\lion devouring a rabbit.jpg,695,600,"(96, 96)"
D:/Thesis/realism_data/orientalism\lion devouring an arab horse.jpg,570,428,"(72, 72)"
D:/Thesis/realism_data/orientalism\lion hunt in morocco.jpg,957,743,"(300, 300)"
D:/Thesis/realism_data/orientalism\lion hunt.jpg,1600,1098,"(72, 72)"
D:/Thesis/realism_data/orientalism\lion of the atlas.jpg,753,599,"(72, 72)"
D:/Thesis/realism_data/orientalism\lion rending apart a corpse.jpg,1600,1067,
D:/Thesis/realism_data/orientalism\mademoiselle de clermont as a sultana.jpg,910,950,"(300, 300)"
D:/Thesis/realism_data/orientalism\maiden of the harvest.jpg,1000,1211,"(300, 300)"
"D:/Thesis/realism_data/orientalism\main entrance of great mosque, ulu cami bursa, turkey.jpg",7368,4651,
D:/Thesis/realism_data/orientalism\main street in haifa.jpg,1741,1285,"(72, 72)"
"D:/Thesis/realism_data/orientalism\main street in samarkand, from the height of the citadel in the early morning.jpg",1000,636,
D:/Thesis/realism_data/orientalism\man in armor preparatory sketch for entering the mosque.jpg,882,1274,"(72, 72)"
D:/Thesis/realism_data/orientalism\man leading a camel.jpg,764,1064,"(0, 0)"
D:/Thesis/realism_data/orientalism\man with a turban.jpg,1322,1600,
D:/Thesis/realism_data/orientalism\marchand de tapis à tanger.jpg,350,278,
D:/Thesis/realism_data/orientalism\market in jaffa.jpg,2000,1483,"(180, 180)"
D:/Thesis/realism_data/orientalism\market place at agra.jpg,750,497,"(96, 96)"
"D:/Thesis/realism_data/orientalism\market square in front of the sacristy and doorway of the cathedral, granada.jpg",957,545,"(0, 0)"
D:/Thesis/realism_data/orientalism\massacre of chios study.jpg,1190,1400,
D:/Thesis/realism_data/orientalism\mausoleum of shah-i-zinda in samarkand.jpg,1000,702,
D:/Thesis/realism_data/orientalism\meeting of jacob and esau.jpg,2024,1467,"(96, 96)"
D:/Thesis/realism_data/orientalism\mendicant dervishes-douvana holy fools.jpg,489,720,"(0, 0)"
D:/Thesis/realism_data/orientalism\merchant of slaves.jpg,510,378,"(300, 300)"
D:/Thesis/realism_data/orientalism\middle easterner with fruit.jpg,725,445,"(2400, 2400)"
D:/Thesis/realism_data/orientalism\middle easterner with pipe.jpg,1571,2000,"(96, 96)"
D:/Thesis/realism_data/orientalism\migration of the kirghiz.jpg,1198,867,"(96, 96)"
D:/Thesis/realism_data/orientalism\migrations kirghiz.jpg,1000,717,
D:/Thesis/realism_data/orientalism\mogul's elephant.jpg,699,1000,"(72, 72)"
"D:/Thesis/realism_data/orientalism\mohammed, a bedouin boy of the sinai.jpg",1331,1833,"(96, 96)"
D:/Thesis/realism_data/orientalism\monsieur levett and mademoiselle glavani in turkish costume.jpg,750,598,"(96, 96)"
D:/Thesis/realism_data/orientalism\montenegrin girl.jpg,815,1000,
D:/Thesis/realism_data/orientalism\montenegrin.jpg,593,1000,
D:/Thesis/realism_data/orientalism\moorish bath.jpg,575,700,"(300, 300)"
D:/Thesis/realism_data/orientalism\moorish dancers.jpg,747,600,"(96, 96)"
"D:/Thesis/realism_data/orientalism\moorish girl lying on a couch rabat, morocco.jpg",1000,657,"(72, 72)"
D:/Thesis/realism_data/orientalism\moorish guard.jpg,515,1000,"(72, 72)"
D:/Thesis/realism_data/orientalism\moroccan blacksmith.jpg,600,447,"(300, 300)"
D:/Thesis/realism_data/orientalism\moroccan courtyard.jpg,1000,696,"(1, 1)"
D:/Thesis/realism_data/orientalism\moroccan family.jpg,1773,2952,"(300.0, 300.0)"
D:/Thesis/realism_data/orientalism\moroccan fantasia.jpg,2536,2033,"(300, 300)"
D:/Thesis/realism_data/orientalism\moroccan horseman crossing a ford.jpg,398,480,"(72, 72)"
D:/Thesis/realism_data/orientalism\moroccan horsemen in military action.jpg,939,772,
D:/Thesis/realism_data/orientalism\moroccan horseshoer.jpg,3070,2305,
D:/Thesis/realism_data/orientalism\moroccan house courtyard.jpg,2780,3804,"(240.0, 240.0)"
D:/Thesis/realism_data/orientalism\moroccan musician on a street corner.jpg,385,470,
D:/Thesis/realism_data/orientalism\moroccan prisoners.jpg,316,470,
D:/Thesis/realism_data/orientalism\moroccan street scene study for the moroccan storyteller.jpg,700,470,
D:/Thesis/realism_data/orientalism\moroccan women.jpg,901,800,"(96, 96)"
D:/Thesis/realism_data/orientalism\moses on mount sinai.jpg,1124,650,"(0, 0)"
D:/Thesis/realism_data/orientalism\moslem servant.jpg,732,1000,
D:/Thesis/realism_data/orientalism\mosque of cordoba.jpg,750,500,"(72, 72)"
D:/Thesis/realism_data/orientalism\mosque of suleymania.jpg,1500,1136,"(100, 100)"
D:/Thesis/realism_data/orientalism\mosque of yeni jami and saint sophia from the golden horn.jpg,1500,1118,"(100, 100)"
"D:/Thesis/realism_data/orientalism\mosquée de sidi mohammed, chetma.jpg",1088,886,"(72, 72)"
D:/Thesis/realism_data/orientalism\mufti reading in his prayer stool.jpg,934,1294,"(0, 0)"
"D:/Thesis/realism_data/orientalism\muley abd-ar-rhaman, the sultan of morocco, leaving his palace of meknes with his entourage.jpg",980,1112,"(300, 300)"
D:/Thesis/realism_data/orientalism\mullah rahim and mullah karim quarrel on his way to the market.jpg,1000,807,
D:/Thesis/realism_data/orientalism\mustapha.jpg,320,382,
D:/Thesis/realism_data/orientalism\muttra.jpg,1060,720,"(125, 125)"
D:/Thesis/realism_data/orientalism\nel deserto.jpg,893,487,"(72.0, 72.0)"
D:/Thesis/realism_data/orientalism\new orsova; exterior of the pasha'a residence.jpg,1500,1060,"(100, 100)"
D:/Thesis/realism_data/orientalism\niche space in the palace of the sultan of meknes.jpg,1000,743,"(1, 1)"
D:/Thesis/realism_data/orientalism\night party.jpg,544,440,"(96, 96)"
D:/Thesis/realism_data/orientalism\north african dwelling.jpg,600,419,
D:/Thesis/realism_data/orientalism\nubian women at korti.jpg,794,571,"(96, 96)"
D:/Thesis/realism_data/orientalism\obelisk at luxor.jpg,663,1000,"(300, 300)"
D:/Thesis/realism_data/orientalism\odalisque an algerian woman.jpg,1034,566,
D:/Thesis/realism_data/orientalism\odalisque au collier de perles.jpg,512,649,"(300, 300)"
D:/Thesis/realism_data/orientalism\odalisque on the terrace at dusk.jpg,2560,1388,
D:/Thesis/realism_data/orientalism\odalisque with slave.jpg,2400,1723,"(61, 61)"
D:/Thesis/realism_data/orientalism\odalisque.jpg,4179,2470,"(72, 72)"
"D:/Thesis/realism_data/orientalism\old blue tiled mosque, outside of delhi, india.jpg",798,1000,"(72, 72)"
"D:/Thesis/realism_data/orientalism\on the banks of the nile, upper egypt.jpg",5818,4873,
D:/Thesis/realism_data/orientalism\on the river benares.jpg,1000,754,"(72, 72)"
D:/Thesis/realism_data/orientalism\one thousand and one nights.jpg,693,1000,"(0, 0)"
"D:/Thesis/realism_data/orientalism\open market, morocco.jpg",1060,625,"(125, 125)"
D:/Thesis/realism_data/orientalism\orient.jpg,1225,2000,"(126, 126)"
D:/Thesis/realism_data/orientalism\oriental beauty with flowers.jpg,478,663,
D:/Thesis/realism_data/orientalism\oriental beauty.jpg,562,732,
D:/Thesis/realism_data/orientalism\oriental dancer.jpg,409,600,"(300, 300)"
D:/Thesis/realism_data/orientalism\oriental landscape.jpg,551,301,"(96, 96)"
D:/Thesis/realism_data/orientalism\oriental music.jpg,417,599,"(96, 96)"
D:/Thesis/realism_data/orientalism\oriental warrior.jpg,355,598,"(305, 305)"
D:/Thesis/realism_data/orientalism\oriental woman.jpg,784,1029,"(200, 200)"
D:/Thesis/realism_data/orientalism\orientale.jpg,385,470,"(96, 96)"
D:/Thesis/realism_data/orientalism\othello and desdemona in venice.jpg,338,440,"(72, 72)"
D:/Thesis/realism_data/orientalism\outside an indian dye house.jpg,1000,837,"(72, 72)"
D:/Thesis/realism_data/orientalism\over the old cairo.jpg,1000,630,
D:/Thesis/realism_data/orientalism\page from the moroccan notebook.jpg,469,757,"(175, 175)"
"D:/Thesis/realism_data/orientalism\palace and lake at sarket ahmedabad, india.jpg",750,550,"(96, 96)"
D:/Thesis/realism_data/orientalism\palestine landscape.jpg,1000,642,
D:/Thesis/realism_data/orientalism\palestine. sermon on the mount..jpg,1000,785,
D:/Thesis/realism_data/orientalism\panther.jpg,1144,794,"(200.0, 200.0)"
"D:/Thesis/realism_data/orientalism\paracin. september 28, 1876..jpg",1000,630,
D:/Thesis/realism_data/orientalism\paris welcoming the world.jpg,1000,638,"(72, 72)"
D:/Thesis/realism_data/orientalism\partying turkish courtiers in front of a tent.jpg,6342,3866,"(300, 300)"
D:/Thesis/realism_data/orientalism\pasha having his mistress’s portrait painted.jpg,1446,1261,"(49, 49)"
D:/Thesis/realism_data/orientalism\passing the ambassadorial delegation through the second courtyard of topkapı palace.jpg,1464,1080,"(304.8, 304.8)"
D:/Thesis/realism_data/orientalism\patrona halil.jpg,711,960,
D:/Thesis/realism_data/orientalism\pelra. views of the eastern end of the valley.jpg,800,577,"(300, 300)"
"D:/Thesis/realism_data/orientalism\persians lunching on the grass, mt. ararat in the distance.jpg",899,736,"(350, 350)"
D:/Thesis/realism_data/orientalism\petra. ancient watch-tower.jpg,800,568,"(300, 300)"
D:/Thesis/realism_data/orientalism\petra. ruins of a triumphal arch.jpg,800,590,"(300, 300)"
D:/Thesis/realism_data/orientalism\pharaoh's palace.jpg,1000,781,
D:/Thesis/realism_data/orientalism\pier in port said.jpg,1000,549,
D:/Thesis/realism_data/orientalism\politicians in opium shop. tashkent..jpg,667,1000,
D:/Thesis/realism_data/orientalism\politicians in opium shop.jpg,1402,2048,"(300, 300)"
"D:/Thesis/realism_data/orientalism\portico of a mosque, ahmedabad.jpg",748,913,"(350, 350)"
D:/Thesis/realism_data/orientalism\portico of the temple of isis at philae.jpg,774,1125,"(0, 0)"
D:/Thesis/realism_data/orientalism\portrait of a bacha.jpg,709,901,"(0, 0)"
"D:/Thesis/realism_data/orientalism\portrait of a grand vizier of ottoman empire, probably hekimoğlu ali pasha.jpg",423,550,"(72, 72)"
D:/Thesis/realism_data/orientalism\portrait of a greek insurgent theodore kolokotroni.jpg,792,1000,
D:/Thesis/realism_data/orientalism\portrait of a gypsy woman.jpg,474,600,"(96, 96)"
D:/Thesis/realism_data/orientalism\portrait of a man in a white turban.jpg,752,1000,"(0, 0)"
D:/Thesis/realism_data/orientalism\portrait of a moroccan man.jpg,356,470,
D:/Thesis/realism_data/orientalism\portrait of a north african.jpg,1605,2000,"(72, 72)"
"D:/Thesis/realism_data/orientalism\portrait of a nude lady, bust length.jpg",2543,3189,"(72, 72)"
D:/Thesis/realism_data/orientalism\portrait of a turk in a turban.jpg,618,758,"(300, 300)"
D:/Thesis/realism_data/orientalism\portrait of a young arabic girl.jpg,658,900,"(72.0, 72.0)"
D:/Thesis/realism_data/orientalism\portrait of a young girl with a mask.jpg,559,797,
D:/Thesis/realism_data/orientalism\portrait of a young moroccan woman.jpg,726,901,"(96, 96)"
D:/Thesis/realism_data/orientalism\portrait of an arab woman.jpg,813,1000,"(72, 72)"
D:/Thesis/realism_data/orientalism\portrait of an arab.jpg,800,993,"(400, 400)"
D:/Thesis/realism_data/orientalism\portrait of an oriental man.jpg,1779,2244,"(72, 72)"
D:/Thesis/realism_data/orientalism\portrait of an oriental with a gun.jpg,2340,3200,"(300.0, 300.0)"
D:/Thesis/realism_data/orientalism\portrait of an oriental woman with a fan.jpg,2335,3200,"(300.0, 300.0)"
D:/Thesis/realism_data/orientalism\portrait of gypsy woman.jpg,327,600,"(96, 96)"
D:/Thesis/realism_data/orientalism\portrait of madame hélène vincent.jpg,1293,2211,"(72, 72)"
D:/Thesis/realism_data/orientalism\portrait of maria adelaide of france in turkish-style clothes.jpg,3083,2677,"(72, 72)"
"D:/Thesis/realism_data/orientalism\portrait of maria gunning, countess of coventry.jpg",1967,2506,"(72, 72)"
D:/Thesis/realism_data/orientalism\portrait of mehmed ii.jpg,522,690,
D:/Thesis/realism_data/orientalism\portrait of ottoman sultan mehmed the conqueror.jpg,3132,4226,
D:/Thesis/realism_data/orientalism\portrait of sarah bernhardt.jpg,1000,809,"(400, 400)"
D:/Thesis/realism_data/orientalism\portrait of sotiri.jpg,800,1123,"(300, 300)"
D:/Thesis/realism_data/orientalism\portrait of sultan mehmed ii fatih sultan mehmet.jpg,626,353,"(96, 96)"
"D:/Thesis/realism_data/orientalism\portrait of the artist’s wife, marie fargues, in turkish dress.jpg",2138,2836,"(300, 300)"
D:/Thesis/realism_data/orientalism\portrait of the empress alexandra fyodrovna.jpg,357,550,"(96.0, 96.0)"
D:/Thesis/realism_data/orientalism\portrait of the military and his servant.jpg,1000,821,
D:/Thesis/realism_data/orientalism\portrait of the sultan of morocco.jpg,2024,2452,"(72, 72)"
D:/Thesis/realism_data/orientalism\portrait of young jewish woman in oriental costume.jpg,368,470,
D:/Thesis/realism_data/orientalism\portrait of young moor.jpg,541,700,"(96, 96)"
D:/Thesis/realism_data/orientalism\portrait of mustapha.jpg,494,650,"(96, 96)"
D:/Thesis/realism_data/orientalism\posthumous monuments in ladakh.jpg,1000,746,
"D:/Thesis/realism_data/orientalism\powder play city of morocco, outside the walls.jpg",1129,645,"(0, 0)"
D:/Thesis/realism_data/orientalism\procession in jaffa.jpg,2000,1569,
D:/Thesis/realism_data/orientalism\puma lioness watching prey.jpg,559,750,"(72, 72)"
D:/Thesis/realism_data/orientalism\punishment of the thief.jpg,567,768,"(0, 0)"
D:/Thesis/realism_data/orientalism\quaerens quem devoret.jpg,1129,626,"(0, 0)"
D:/Thesis/realism_data/orientalism\queen zenobia's last look upon palmyra.jpg,800,964,"(72, 72)"
D:/Thesis/realism_data/orientalism\rabat.jpg,2000,1451,"(180, 180)"
D:/Thesis/realism_data/orientalism\rajah starting on a hunt.jpg,791,1000,"(72, 72)"
D:/Thesis/realism_data/orientalism\raoucha.jpg,471,500,"(96, 96)"
D:/Thesis/realism_data/orientalism\reception of an emir.jpg,546,800,"(600, 600)"
"D:/Thesis/realism_data/orientalism\reception of the french ambassador, viscount d'andrezel, by sultan ahmed iii, 17 october 1724, in constantinople. the dinner is offered by grand vizie.jpg",1576,1195,"(96, 96)"
D:/Thesis/realism_data/orientalism\reception of the french ambassadors.jpg,1965,1397,"(300, 300)"
D:/Thesis/realism_data/orientalism\reclining odalisque.jpg,2638,1935,"(300, 300)"
D:/Thesis/realism_data/orientalism\recto varieties of persons and persons; verso studies of cavaliers.jpg,4830,3289,
"D:/Thesis/realism_data/orientalism\return from lion hunting, morocco.jpg",319,470,
D:/Thesis/realism_data/orientalism\return of the sultan mahmoud from the mosque.jpg,1004,1500,"(100, 100)"
D:/Thesis/realism_data/orientalism\rider in mehari.jpg,364,580,"(96, 96)"
D:/Thesis/realism_data/orientalism\roaring lion's head.jpg,768,512,"(72, 72)"
"D:/Thesis/realism_data/orientalism\rosa, a gipsy girl.jpg",526,700,"(72, 72)"
D:/Thesis/realism_data/orientalism\roses.jpg,534,700,"(96, 96)"
"D:/Thesis/realism_data/orientalism\roustam raza, the mamluck of napoleon.jpg",2939,3609,"(150.0, 150.0)"
"D:/Thesis/realism_data/orientalism\royal elephant at the gateway to the jami masjid, mathura.jpg",2061,3242,"(300, 300)"
D:/Thesis/realism_data/orientalism\ruins of a theater in chuguchak.jpg,1000,697,
D:/Thesis/realism_data/orientalism\ruins of the house of septimius severus on the palatine.jpg,1200,921,"(300, 300)"
D:/Thesis/realism_data/orientalism\saint sophia and distant view of sultan achmet mosques.jpg,1500,1176,"(100, 100)"
D:/Thesis/realism_data/orientalism\salomé with the head of john the baptist.jpg,932,1280,
D:/Thesis/realism_data/orientalism\samarkand.jpg,1000,794,
D:/Thesis/realism_data/orientalism\samuel in the temple.jpg,669,600,"(96, 96)"
"D:/Thesis/realism_data/orientalism\sarkeh, ahmedabad, indi.jpg",750,503,"(96, 96)"
D:/Thesis/realism_data/orientalism\scene de harem.jpg,3000,2462,"(600, 600)"
D:/Thesis/realism_data/orientalism\scene in a moorish courtyard.jpg,1786,2266,"(72, 72)"
D:/Thesis/realism_data/orientalism\scene in the near east.jpg,800,546,"(72, 72)"
D:/Thesis/realism_data/orientalism\scene on the quay of suez.jpg,800,603,"(300, 300)"
D:/Thesis/realism_data/orientalism\scheherazade.jpg,808,1024,"(300, 300)"
D:/Thesis/realism_data/orientalism\scutari the asiatic port of constantinople.jpg,1500,1137,"(100, 100)"
D:/Thesis/realism_data/orientalism\sea of ​​galilee.jpg,1000,541,
D:/Thesis/realism_data/orientalism\seated arab in tanger.jpg,1000,997,"(1, 1)"
D:/Thesis/realism_data/orientalism\seated arab.jpg,2149,3100,
D:/Thesis/realism_data/orientalism\seated lady of constantinople.jpg,444,600,"(96, 96)"
D:/Thesis/realism_data/orientalism\seated turk.jpg,4329,6358,
D:/Thesis/realism_data/orientalism\self-portrait in traditional turkish costume.jpg,1327,1714,"(72, 72)"
D:/Thesis/realism_data/orientalism\self-portrait in turkish costume.jpg,4355,5447,"(96, 96)"
D:/Thesis/realism_data/orientalism\self-portrait.jpg,403,500,"(300, 300)"
D:/Thesis/realism_data/orientalism\seraglio point.jpg,1067,716,"(72, 72)"
D:/Thesis/realism_data/orientalism\she is fond of prints.jpg,446,643,"(96, 96)"
D:/Thesis/realism_data/orientalism\sheik hussein of gebel tor and his son.jpg,5214,7246,
D:/Thesis/realism_data/orientalism\shir dor madrasah in registan square in samarkand.jpg,1000,702,
D:/Thesis/realism_data/orientalism\shoeing a mule in morocco.jpg,4000,3114,
"D:/Thesis/realism_data/orientalism\sight of petra, south.jpg",800,597,"(300, 300)"
"D:/Thesis/realism_data/orientalism\sketch for the portrait of muhammad ali, viceroy of egypt.jpg",874,781,
D:/Thesis/realism_data/orientalism\sketch for the women of algiers.jpg,1029,800,"(96, 96)"
D:/Thesis/realism_data/orientalism\sketch two nautch girls.jpg,772,1000,"(72, 72)"
"D:/Thesis/realism_data/orientalism\sketches of a trip to spain plaza de san francisco, in seville plaza de san francisco, seville.jpg",7154,5074,"(300, 300)"
D:/Thesis/realism_data/orientalism\slave bringing sherbert to a persian prince halicoo mirza.jpg,500,730,
D:/Thesis/realism_data/orientalism\slave market.jpg,1162,1560,"(400.0, 400.0)"
D:/Thesis/realism_data/orientalism\small washers in the wadi.jpg,549,440,"(96, 96)"
D:/Thesis/realism_data/orientalism\soldados arabes.jpg,784,1029,"(200, 200)"
D:/Thesis/realism_data/orientalism\solomon's wall.jpg,512,679,"(72.02195400000001, 72.02195400000001)"
