Filename,Width,Height,DPI Information
D:/Thesis/realism_data/neoclassicism\demonstration of various ornaments of the temple of vesta.jpg,963,1500,"(0, 0)"
D:/Thesis/realism_data/neoclassicism\demonstrations of some outer parts of the pantheon.jpg,1008,1500,"(0, 0)"
D:/Thesis/realism_data/neoclassicism\demonstrations of the area of `boulders that connect to each other.jpg,1117,1500,"(558, 558)"
D:/Thesis/realism_data/neoclassicism\denis diderot.jpg,1076,1860,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\detail of the dispute of the sacrament of raphael.jpg,1500,1106,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\detail showing the ruins of the pont saint-bénezet from a painting of avignon by claude-joseph vernet. the view is from the right bank of the rhone ne.jpg,3628,2644,"(240.0, 240.0)"
D:/Thesis/realism_data/neoclassicism\details of greek and roman monuments.jpg,1500,1057,"(715, 715)"
D:/Thesis/realism_data/neoclassicism\details.jpg,968,1500,"(374, 374)"
D:/Thesis/realism_data/neoclassicism\diana and apollo piercing with their arrows the children of niobe.jpg,799,618,
D:/Thesis/realism_data/neoclassicism\diana archer.jpg,1156,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\diana bating.jpg,1500,1081,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\diana.jpg,2944,4100,"(72.0, 72.0)"
"D:/Thesis/realism_data/neoclassicism\diet or place of entrance to several great cubicles and other magnificent rooms, existing in the villa adriana.jpg",1500,1170,"(674, 674)"
D:/Thesis/realism_data/neoclassicism\dimostazione various ornaments of the temple of vesta.jpg,995,1500,"(533, 533)"
D:/Thesis/realism_data/neoclassicism\discus thrower.jpg,1011,1500,"(970, 970)"
D:/Thesis/realism_data/neoclassicism\dorothy quincy.jpg,600,756,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\douglas hamilton, 8th duke of hamilton and 5th duke of brandon, with dr john moore and sir john moore as a young boy.jpg",630,800,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\drip, ceiling architrave, frieze and piece of spare columns.jpg",924,1500,"(2000, 2000)"
D:/Thesis/realism_data/neoclassicism\drums of columns and bas-relief of roman villas.jpg,943,1500,"(0, 0)"
"D:/Thesis/realism_data/neoclassicism\eagles, signs, banner, and two legionnaires at the ford of a river.jpg",1122,1500,"(541, 541)"
D:/Thesis/realism_data/neoclassicism\ebenezer storer.jpg,300,405,
D:/Thesis/realism_data/neoclassicism\edward howard.jpg,584,800,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\edward weld.jpg,2099,2531,
"D:/Thesis/realism_data/neoclassicism\edward, duke of york.jpg",1085,1500,
D:/Thesis/realism_data/neoclassicism\egyptian obelisk in the plaza of st. john lateran.jpg,1500,998,"(776, 776)"
"D:/Thesis/realism_data/neoclassicism\egyptian-style fireplace surmounted by two sphinxes and flanked by two great figures of harpists, a rich interior wing.jpg",1500,991,"(1501, 1501)"
"D:/Thesis/realism_data/neoclassicism\egyptian-style fireplace, flanked by two kneeling female figures.jpg",1500,990,"(1512, 1512)"
"D:/Thesis/realism_data/neoclassicism\egyptian-style fireplace, on the floor between two obelisks and a number of decorative elements, two sphinxes crouching, and among them a naked figure.jpg",1009,1500,"(1006, 1006)"
"D:/Thesis/realism_data/neoclassicism\egyptian-style fireplace, the frieze of a lion mask between two sphinxes on the sides sacred figures standing with a lion`s head.jpg",1500,996,"(1536, 1536)"
"D:/Thesis/realism_data/neoclassicism\egyptian-style fireplace, two figures on the right foot, since two mummies.jpg",1500,1017,"(1511, 1511)"
"D:/Thesis/realism_data/neoclassicism\egyptian-style fireplace, two large sides with figures supporting the top.jpg",1500,1010,"(1526, 1526)"
"D:/Thesis/realism_data/neoclassicism\egyptian-style fireplace, two on each side jugglers spilled on the hands.jpg",1500,987,"(1533, 1533)"
D:/Thesis/realism_data/neoclassicism\eight signs of the zodiac.jpg,1144,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\eleazer tyng.jpg,908,1119,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\elevation and plan of a temple.jpg,1045,1500,"(483, 483)"
D:/Thesis/realism_data/neoclassicism\elevation of the inside wall of the ruins of the castle and the events of the external details related to the bed and fistulas water distribution.jpg,1061,1500,"(486, 486)"
D:/Thesis/realism_data/neoclassicism\elevation.jpg,1020,1500,"(449, 449)"
D:/Thesis/realism_data/neoclassicism\elizabeth goldthwaite mrs. alexander cumming.jpg,1898,2138,"(240, 240)"
"D:/Thesis/realism_data/neoclassicism\elizabeth gunning, duchess of hamilton later duchess of argyll.jpg",597,739,"(96, 96)"
"D:/Thesis/realism_data/neoclassicism\elizabeth gunning, duchess of hamilton.jpg",596,981,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\elmo and the bronze gladiator.jpg,1500,1249,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\emissary of lake albano sets and sections.jpg,1500,1037,"(645, 645)"
D:/Thesis/realism_data/neoclassicism\entrance to a walled garden.jpg,2705,4000,
D:/Thesis/realism_data/neoclassicism\entrance to the city of pompeii with the existing factories outside the door.jpg,1500,1103,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\entrance to the courtyard of the temple of isis.jpg,1042,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\entrance to the gardens of the villa giulia.jpg,4000,2746,
D:/Thesis/realism_data/neoclassicism\epes sargent ii.jpg,881,1096,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\equestrian statue of marcus aurelius.jpg,1118,1500,"(1073, 1073)"
D:/Thesis/realism_data/neoclassicism\erasistratus the physician discovers the love of antiochus for stratonice.jpg,1200,828,"(300, 300)"
"D:/Thesis/realism_data/neoclassicism\etruscan monuments of various kinds relating to sacred uses, public, private, war, and ornaments used in the aforementioned sights 115 small incisions.jpg",1004,1500,"(952, 952)"
D:/Thesis/realism_data/neoclassicism\eunice dennie burr.jpg,482,600,"(150, 150)"
D:/Thesis/realism_data/neoclassicism\eurydice.jpg,700,1527,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\exterior view of the great basilica of st. peter in the vatican.jpg,1500,985,"(719, 719)"
D:/Thesis/realism_data/neoclassicism\external view of the front door of the tomb aforesaid.jpg,1121,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\ezekiel goldthwait.jpg,905,1110,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\facade and the side of the temple of the sibyl at tivoli.jpg,1019,1500,"(0, 0)"
"D:/Thesis/realism_data/neoclassicism\facade of the temple tuscany by vitruvius, according to le roy and perrault.jpg",1500,630,"(606, 606)"
D:/Thesis/realism_data/neoclassicism\face of the balance of the pantheon without roesent modern bell.jpg,1500,1104,"(0, 0)"
D:/Thesis/realism_data/neoclassicism\farnese hercules.jpg,1038,1500,"(1007, 1007)"
D:/Thesis/realism_data/neoclassicism\faun with grapes.jpg,1029,1500,"(986, 986)"
D:/Thesis/realism_data/neoclassicism\fireplace busts in the frieze of satyrs and the head of medusa in the center between two eagles.jpg,1500,1496,"(1112, 1112)"
"D:/Thesis/realism_data/neoclassicism\fireplace egyptian style, the sides two seated figures in profile, facing outwards.jpg",1500,974,"(1036, 1036)"
D:/Thesis/realism_data/neoclassicism\fireplace egyptian-style three seated figures on each side.jpg,1500,1004,"(1513, 1513)"
D:/Thesis/realism_data/neoclassicism\fireplace four pairs in the frieze of dolphins addressed; a rich interior wing.jpg,1500,979,"(1524, 1524)"
"D:/Thesis/realism_data/neoclassicism\fireplace frieze of scrolls and sea horses with central mask, a rich interior wing.jpg",1500,978,"(1525, 1525)"
D:/Thesis/realism_data/neoclassicism\fireplace frieze on a medal with his imperial backhand; inside wing with two winged victories.jpg,1500,960,"(1303, 1303)"
"D:/Thesis/realism_data/neoclassicism\fireplace frieze with ribbing and scrapers, and a greek, a rich interior wing.jpg",1500,1014,"(1533, 1533)"
D:/Thesis/realism_data/neoclassicism\fireplace in a garland frieze between two eagles above the plane of a clock.jpg,992,1500,"(1017, 1017)"
"D:/Thesis/realism_data/neoclassicism\fireplace in egyptian-style, on each side of a sacred cow in profile with her head toward the fire.jpg",1500,1001,"(1089, 1089)"
"D:/Thesis/realism_data/neoclassicism\fireplace in the center of the frieze figures of warriors standing up on each side, top, two small figures of goddesses sitting on cameos head of medu.jpg",1500,1000,"(1069, 1069)"
D:/Thesis/realism_data/neoclassicism\fireplace in the frieze horse skull between two cameos; rich interior wing.jpg,1500,999,"(1528, 1528)"
"D:/Thesis/realism_data/neoclassicism\fireplace in the frieze of a medusa`s head between two swans, flanked by two centaurs in the race, a rich interior wing.jpg",1500,1036,"(1521, 1521)"
D:/Thesis/realism_data/neoclassicism\fireplace in the frieze of medusa heads 3 horns of plenty joined by the sides of aries heads.jpg,1033,1500,"(1049, 1049)"
"D:/Thesis/realism_data/neoclassicism\fireplace in the frieze rython to two horse heads, hips 4 caryatids.jpg",1500,956,"(1329, 1329)"
"D:/Thesis/realism_data/neoclassicism\fireplace in the frieze, sacrificing two fauns, including winged genii; high on the wall, the figure of a woman lying in a shell.jpg",1088,1500,"(1085, 1085)"
"D:/Thesis/realism_data/neoclassicism\fireplace in the frieze, three masks; a rich interior wing.jpg",1500,1037,"(1515, 1515)"
"D:/Thesis/realism_data/neoclassicism\fireplace on each side two standing figures, a naked and draped, a rich interior wing.jpg",1500,1028,"(1050, 1050)"
"D:/Thesis/realism_data/neoclassicism\fireplace on the frieze of acanthus leaf between two horns, dolphins and sphinxes.jpg",1500,1006,"(1517, 1517)"
"D:/Thesis/realism_data/neoclassicism\fireplace stage three masks in the frieze between two medallions with the graces, in the interior, full wing.jpg",1500,1007,"(1020, 1020)"
"D:/Thesis/realism_data/neoclassicism\fireplace that has a second floor on the frieze of putti cavalcanti dolphins and sea monsters, a rich interior wing.jpg",1500,992,"(1536, 1536)"
"D:/Thesis/realism_data/neoclassicism\fireplace topped by a large egyptian-style caryatids, from a variety of decorative elements.jpg",996,1500,"(1006, 1006)"
"D:/Thesis/realism_data/neoclassicism\fireplace trophies with sphinxes in the sides, to which the lower two figures are set against egypt, in the interior, full wing.jpg",1500,996,"(1540, 1540)"
D:/Thesis/realism_data/neoclassicism\fireplace two medals in the frieze of garlanded a figure lying on a bed.jpg,1500,1012,"(1125, 1125)"
D:/Thesis/realism_data/neoclassicism\fireplace two sides of the well-head lion paws of a lion in a rich wing.jpg,1500,1000,"(1101, 1101)"
D:/Thesis/realism_data/neoclassicism\fireplace two vases on the sides with snakes.jpg,1500,997,"(1521, 1521)"
"D:/Thesis/realism_data/neoclassicism\fireplace vessels in the frieze and sides, palms and garlands.jpg",1500,974,"(1535, 1535)"
"D:/Thesis/realism_data/neoclassicism\fireplace with a cameo in the frieze and border of small acorns, rich wing.jpg",1500,945,"(1305, 1305)"
D:/Thesis/realism_data/neoclassicism\fireplace with a frieze of armor; heron in a shell at the center between two dragons.jpg,1500,1008,"(1091, 1091)"
D:/Thesis/realism_data/neoclassicism\fireplace with a frieze of griffins; hips candlestick.jpg,1500,986,"(1516, 1516)"
"D:/Thesis/realism_data/neoclassicism\fireplace with a frieze of masks, winged figures at the hips; other way smaller inferiorly.jpg",1500,1035,"(1494, 1494)"
D:/Thesis/realism_data/neoclassicism\fireplace with a frieze of serpents and winged figures above the hips bucranes.jpg,1500,1019,"(1075, 1075)"
D:/Thesis/realism_data/neoclassicism\fireplace with a large ornate metal wing.jpg,1500,1020,"(1545, 1545)"
"D:/Thesis/realism_data/neoclassicism\fireplace with cameos frieze; forward to it, on a sheet of paper, another fireplace decorated with medusa heads and winged figures with lyre.jpg",1500,1039,"(1483, 1483)"
"D:/Thesis/realism_data/neoclassicism\fireplace with draped figures and horns of plenty at the hips, and a medallion on the frieze and two heads in profile between two fasces.jpg",1500,1004,"(1497, 1497)"
D:/Thesis/realism_data/neoclassicism\fireplace with garland frieze applicant and cameos.jpg,1500,1013,"(1470, 1470)"
"D:/Thesis/realism_data/neoclassicism\fireplace with two large lire on the sides, and four rams` heads in the frieze.jpg",1500,1025,"(1031, 1031)"
"D:/Thesis/realism_data/neoclassicism\fireplace, two greyhounds, squatting, on the sides, and the roman she-wolf in the frieze.jpg",1500,989,"(1297, 1297)"
D:/Thesis/realism_data/neoclassicism\five friezes.jpg,1234,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\floor plan for the great temple of isis.jpg,1410,1500,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\floor plan of the great temple of isis, its atrium, its triclinium and other adjacent buildings.jpg",1500,838,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\floor plan of the surgeon at pompeii.jpg,1500,1053,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\floor plan.jpg,1500,1036,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\flora farnese.jpg,1023,1500,"(1007, 1007)"
D:/Thesis/realism_data/neoclassicism\flora of dressing the hair in place.jpg,1289,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\flora.jpg,1005,1500,"(511, 511)"
"D:/Thesis/realism_data/neoclassicism\following the above table, with a special section.jpg",1500,1097,"(673, 673)"
D:/Thesis/realism_data/neoclassicism\following the above table.jpg,1500,1234,"(354, 354)"
D:/Thesis/realism_data/neoclassicism\fornarina.jpg,1500,802,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\forum of augustus.jpg,1500,821,"(539, 539)"
"D:/Thesis/realism_data/neoclassicism\fountain of pomona in the gardens of the villa d'este, tivoli.jpg",2662,4000,
"D:/Thesis/realism_data/neoclassicism\four sides of the sedan, a clock, two candlesticks, table wall.jpg",1049,1500,"(1040, 1040)"
D:/Thesis/realism_data/neoclassicism\fourth side of the pedestal of the same column.jpg,1500,1148,"(613, 613)"
D:/Thesis/realism_data/neoclassicism\fragment of a shield fell from above trophies.jpg,928,1500,"(491, 491)"
"D:/Thesis/realism_data/neoclassicism\fragment of an architrave and frieze, capitals of columns and pieces.jpg",1500,1083,"(2000, 2000)"
D:/Thesis/realism_data/neoclassicism\frames and gutters.jpg,923,1500,"(438, 438)"
"D:/Thesis/realism_data/neoclassicism\frances ann acland 17351736–1800, lady hoare.jpg",639,800,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\francis basset, primer barón de dunstanville.jpg",820,1050,"(353, 353)"
"D:/Thesis/realism_data/neoclassicism\frederick north, 2nd earl of guilford.jpg",625,800,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\frieze hippogriffs ancient marble in the courtyard of the palace of the valley.jpg,1500,980,"(780, 780)"
D:/Thesis/realism_data/neoclassicism\friezes of etruscan tombs of tarquinia.jpg,1020,1500,"(570, 570)"
D:/Thesis/realism_data/neoclassicism\from near and andromeda carav.jpg,1500,1194,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\frontespezio. a large plaque surmounted by a bust of minerva in a garland of laurel, and leaning on two shelves with two large naked michelangelo and .jpg",1500,871,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\frontispiece in the foreground, bottom right, a large decorative vase, architectural fragments scattered on the ground between plants.jpg",1500,1033,"(556, 556)"
D:/Thesis/realism_data/neoclassicism\frontispiece. a group of fragments and decorative marble plaque on the largest of which is engraved antiques cora described..jpg,1500,1051,"(589, 589)"
"D:/Thesis/realism_data/neoclassicism\funeral procession, the blessed virgin.jpg",1066,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\galatea on a sea monster.jpg,1199,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\galatea.jpg,1394,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\gallo dying.jpg,1500,1150,"(679, 679)"
D:/Thesis/realism_data/neoclassicism\gallo`s group with his wife.jpg,1013,1500,"(999, 999)"
D:/Thesis/realism_data/neoclassicism\ganymede carried off by the eagle.jpg,1500,1220,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\ganymede.jpg,1027,1500,"(502, 502)"
D:/Thesis/realism_data/neoclassicism\gemini and virgo.jpg,1500,1147,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\general map of the continuation of the road and factories adjacent to the house of the surgeon.jpg,1500,1132,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\general plan embracing the temple of isis, two theaters, the district soldiers, a large porch and a gym.jpg",1035,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\general plan of the museum of portici.jpg,1181,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\general sections of the three previous houses.jpg,1500,1079,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\general sir john guise, as a roman senator.jpg",933,1200,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\genius of apollo.jpg,1500,1204,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\genius of bacchus.jpg,1500,1210,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\george legge, viscount lewisham.jpg",2135,2952,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\george oakley aldrich.jpg,718,944,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\georges-louis-leclerc, comte de buffon.jpg",1204,1924,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\greek woman at the bath.jpg,1000,1351,"(0, 0)"
D:/Thesis/realism_data/neoclassicism\gregory towsend.jpg,620,800,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\gulian verplanck.jpg,300,390,
D:/Thesis/realism_data/neoclassicism\hagar and ishmael.jpg,455,633,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\hagar to abraham with sarah.jpg,2676,1939,"(180.0, 180.0)"
"D:/Thesis/realism_data/neoclassicism\half figure of a warrior with a chalice in his hands, by guercino.jpg",1247,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\head of a negro.jpg,811,1032,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\hector calls paris to the battle.jpg,775,601,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\hector taking leave of andromache.jpg,800,620,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\hector's farewell to andromache.jpg,1200,777,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\helios as a personification of midday.jpg,935,1024,"(72.0, 72.0)"
D:/Thesis/realism_data/neoclassicism\henry pelham.jpg,889,1073,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\hesperus as personification of the evening.jpg,940,1024,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\houses and a garden on a hillside in italy.jpg,4000,2606,
D:/Thesis/realism_data/neoclassicism\houses on the north side of the forum with the basilica of maxentius beyond.jpg,4000,2833,
D:/Thesis/realism_data/neoclassicism\hugh hall.jpg,300,367,
D:/Thesis/realism_data/neoclassicism\huile sur toile.jpg,2000,1572,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\ideal portrait of shakespeare.jpg,1296,1801,"(200, 200)"
D:/Thesis/realism_data/neoclassicism\innocence.jpg,973,1177,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\isaac smith.jpg,904,1120,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\jacob blessing ephraim and manasseh.jpg,3264,2448,"(180, 180)"
D:/Thesis/realism_data/neoclassicism\james barry; dominique lefevre; james paine the younger.jpg,661,800,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\james dawkins and robert wood discovering the ruins of palmyra.jpg,598,474,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\james warren.jpg,620,771,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\jean-jacques rousseau.jpg,1404,1868,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\jeremiah lee.jpg,737,1159,"(350, 350)"
"D:/Thesis/realism_data/neoclassicism\jesus in prayer, with the `angel who shows him the instruments of passion, by guercino.jpg",1209,1500,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\johann joachim winckelmann.jpg,1556,2000,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\john bours.jpg,902,1105,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\john hancock.jpg,894,1075,"(350, 350)"
"D:/Thesis/realism_data/neoclassicism\john rolle walter, mp and landowner, exeter.jpg",592,800,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\john spooner.jpg,855,988,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\jonathan trumbull jr with mrs trumbull and faith trumbull.jpg,700,554,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\joseph henry of straffan.jpg,1333,1800,"(47, 47)"
"D:/Thesis/realism_data/neoclassicism\joseph leeson, later 2nd earl of milltown.jpg",2229,3000,
D:/Thesis/realism_data/neoclassicism\joseph sherburne.jpg,300,381,
D:/Thesis/realism_data/neoclassicism\king edgar's first interview with queen elfrida aelfryth.jpg,800,563,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\know thy self.jpg,768,577,"(0, 0)"
D:/Thesis/realism_data/neoclassicism\l'enlèvement de proserpine.jpg,1759,1802,"(72.0, 72.0)"
D:/Thesis/realism_data/neoclassicism\la vertueuse athénienne.jpg,760,1024,"(180, 180)"
"D:/Thesis/realism_data/neoclassicism\lady frances greville 1744–1825, lady harpur.jpg",669,800,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\landscape with waterfall and figures.jpg,1366,1799,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\landschaft mit burgruine.jpg,2024,1535,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\lemuel cox.jpg,889,1100,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\les abords d'une foire..jpg,2893,1736,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\louise brongniart.jpg,1804,1860,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\lover crowning his mistress.jpg,800,1294,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\lucretia hubbard towsend.jpg,619,800,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\lydia lynde.jpg,931,1101,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\madame de saint-maurice.jpg,1559,1931,"(150, 150)"
D:/Thesis/realism_data/neoclassicism\mademoiselle guimard.jpg,1959,3200,"(42, 42)"
D:/Thesis/realism_data/neoclassicism\male nude known as hector.jpg,2296,1619,"(150, 150)"
D:/Thesis/realism_data/neoclassicism\manuel de roda y arrieta.jpg,2271,3001,
D:/Thesis/realism_data/neoclassicism\marcus aurelius distributing bread to the people.jpg,906,908,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\maria amalia of saxony.jpg,1461,2007,"(300, 300)"
"D:/Thesis/realism_data/neoclassicism\maria luisa de borbon, grand duchess of toscana.jpg",973,1214,
D:/Thesis/realism_data/neoclassicism\marie antoinette in a red hunting costume.jpg,1596,2045,"(120, 120)"
D:/Thesis/realism_data/neoclassicism\martin howard.jpg,900,1113,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mary and elizabeth royall.jpg,908,1071,"(350, 350)"
"D:/Thesis/realism_data/neoclassicism\mary curzon 1585–1645, countess of dorset.jpg",484,800,"(72, 72)"
"D:/Thesis/realism_data/neoclassicism\maría luisa of parma, princess of asturias.jpg",1453,2014,"(310, 310)"
D:/Thesis/realism_data/neoclassicism\mercury attaching his winged sandals.jpg,512,768,"(300.0, 300.0)"
D:/Thesis/realism_data/neoclassicism\miles sherbrook.jpg,906,1126,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\minerva.jpg,700,1028,"(150, 150)"
D:/Thesis/realism_data/neoclassicism\miravan breaking open the tomb of his ancestors.jpg,761,1050,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\moses gill.jpg,868,1082,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mr.and mrs. ralph izard.jpg,1076,846,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mr.and mrs.isaac winslow.jpg,1115,926,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mr.and mrs.thomas mifflin.jpg,893,1135,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs. andrew lindington.jpg,618,741,"(72, 72)"
D:/Thesis/realism_data/neoclassicism\mrs. anna dummer powell.jpg,301,384,"(150, 150)"
D:/Thesis/realism_data/neoclassicism\mrs. daniel sargent mary turner sargent.jpg,810,1011,"(310, 310)"
D:/Thesis/realism_data/neoclassicism\mrs. ebenezer storer mary edwards.jpg,300,412,
D:/Thesis/realism_data/neoclassicism\mrs. elizabeth coffin amory.jpg,647,800,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\mrs. isaac smith.jpg,918,1134,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs. james russell katherine graves.jpg,785,968,
D:/Thesis/realism_data/neoclassicism\mrs. jerathmael bowers.jpg,875,1087,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs. john winthrop hannah fayerweather.jpg,906,1117,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs. joseph barrell hannah fitch.jpg,400,607,
D:/Thesis/realism_data/neoclassicism\mrs. joshua henshaw ii.jpg,839,1001,"(300, 300)"
D:/Thesis/realism_data/neoclassicism\mrs. moses gill rebecca boylston.jpg,902,1113,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs. nathaniel allen sarah sargnet.jpg,892,1125,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs. roger morris mary philipse.jpg,903,1119,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs. samuel hill.jpg,924,1229,
D:/Thesis/realism_data/neoclassicism\mrs. sylvanus bourne.jpg,300,376,
D:/Thesis/realism_data/neoclassicism\mrs. thomas gage.jpg,923,1115,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs. william turner ann dumaresq.jpg,669,901,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.alice hooper.jpg,740,918,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.daniel hubbard mary greene.jpg,873,1119,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.epes sargent.jpg,881,1096,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.ezekiel gondthwait elizabeth lewis.jpg,906,1119,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.george watson elizabeth oliver.jpg,881,1082,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.humphrey devereux.jpg,2024,2556,"(96, 96)"
D:/Thesis/realism_data/neoclassicism\mrs.james warren mercy otis.jpg,897,1105,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.jeremiah lee martha swett.jpg,724,1158,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.john murray lucretia chandler.jpg,2167,2724,"(180, 180)"
D:/Thesis/realism_data/neoclassicism\mrs.john scoally mercy greenleaf.jpg,801,1007,
D:/Thesis/realism_data/neoclassicism\mrs.richard skinner.jpg,886,1144,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.samuel quincy.jpg,870,1101,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.seymour fort.jpg,895,1101,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.theodore atkinson jr.jpg,739,911,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.thomas boylston.jpg,880,1113,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\mrs.william eppes.jpg,609,768,
D:/Thesis/realism_data/neoclassicism\mrs.woodbury langdon.jpg,904,1120,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\nathaniel sparhawk.jpg,737,1126,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\nicholas boylston.jpg,895,1099,"(350, 350)"
D:/Thesis/realism_data/neoclassicism\night a port in the moonlight.jpg,1550,900,"(168, 168)"
D:/Thesis/realism_data/neoclassicism\noli me tangere.jpg,1992,2004,"(300, 300)"
"D:/Thesis/realism_data/neoclassicism\octavius caesar later the emperor augustus, and cleopatra.jpg",560,800,"(72, 72)"
